"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
1382,"N3",4143001,4146000,64878.1785644364,14681.6361617158,5948.8919073068,1533.0090400632,2416.8018599972
1383,"N1",4146001,4149000,76087.7204124288,21518.1232792398,26938.117962747,3229.0645074618,9503.6285836713
1384,"N1",4149001,4152000,39763.9177115987,39107.6123125078,14766.4499027714,2110.1225769855,2581.1877927809
1385,"REM",4152001,4155000,32349.0876158839,33092.4326390059,13647.6093762641,1630.9105866022,2039.7410542822
1386,"N3",4155001,4158000,39698.7889184932,17913.0682873662,4900.7668355463,1241.575000139,2001.7000367084
1387,"N3",4158001,4161000,112007.563416496,16031.66976135,5058.9272213361,1641.8544329792,1873.6681117056
1388,"N3",4161001,4164000,131721.478459296,38199.7202329457,7323.164899221,2216.2533852025,2455.3752858583
1389,"N3",4164001,4167000,129325.686507904,20891.6107631786,4680.919412167,1878.3987718368,1620.6314935498
1390,"N3",4167001,4170000,95655.9590465386,17797.5697567802,4801.1611296913,3068.6731218052,1432.8889809248
1391,"N3",4170001,4173000,117847.925282033,19811.875613479,4740.1400988122,3422.570136696,1342.1098904138
1392,"N3",4173001,4176000,129980.09358686,17987.618978926,7527.3257959486,5024.7469814246,1449.7209322358
1393,"N3",4176001,4179000,154905.826072959,35033.4947684738,5897.3762073285,3636.0300209181,1423.7547808997
1394,"N3",4179001,4182000,87439.2652781563,13368.0045038011,4558.5177167891,2157.6111149358,1140.6200109652
1395,"N3",4182001,4185000,99121.7532569885,16094.293291865,6757.7196225421,4377.9447569676,1417.7061834041
1396,"N3",4185001,4188000,119986.300622834,16206.788013886,5954.7586779066,4313.1533213675,1298.8733005275
1397,"N3",4188001,4191000,131862.238247752,17766.5228874411,5927.0148235727,3835.2645878103,1214.1467980342
1398,"N3",4191001,4194000,193385.625027818,27149.1730832269,9476.0611291433,3710.9166720656,1558.0390136636
1399,"N3",4194001,4197000,161919.730553207,18827.9051522772,5803.3188319604,3399.8519531969,1463.0581452929
1400,"N3",4197001,4200000,112598.401819698,16001.753042203,6901.8854248978,5380.5874469404,1362.910223195
1401,"N3",4200001,4203000,113448.577333268,17731.9417829404,8458.0551316446,4379.0403161062,1389.3963669884
1402,"N3",4203001,4206000,152019.280202213,19845.1169008308,4911.419684902,1986.3067528727,1420.4673089845
1403,"N3",4206001,4209000,214111.827807048,20829.6948696759,5891.2697363581,2854.7036512261,1394.3962188022
1404,"N3",4209001,4212000,96435.3533110771,20027.9967165202,8746.0018042397,5812.9110230131,1304.0211163129
1405,"N3",4212001,4215000,131049.500413087,17834.7225601475,6028.8849150695,4235.3078078436,1308.5557965827
1406,"N3",4215001,4218000,173938.662342638,21994.1714392986,5674.0407355486,3013.2668613007,1168.2494540053
1407,"N3",4218001,4221000,252790.003684889,24514.9700995566,5905.6867073455,2895.9170022473,1143.6311597901
1408,"N3",4221001,4224000,227597.31625012,32949.6258749626,8208.2735060512,3739.1987569919,1487.3111846426
1409,"N3",4224001,4227000,328692.46454058,33923.3422886589,11189.3741442687,3708.1243990696,3646.729827178
1410,"N3",4227001,4230000,297935.94816558,30101.1417566516,7695.3337049856,3357.0446601546,1765.847884167
1411,"N3",4230001,4233000,225445.648474241,22225.4210302873,5958.0217629365,1848.1908625825,1644.7229715868
1412,"N3",4233001,4236000,192580.342716568,20848.961938827,6424.7438486652,3868.6804427882,1828.6745688773
1413,"N3",4236001,4239000,121140.444655132,17272.7601252748,8827.6472740345,6463.6846944409,1510.9528346145
1414,"N3",4239001,4242000,149319.823125932,13430.6779907114,8223.9321236216,6095.3183499464,1437.7325465539
1415,"N3",4242001,4245000,173378.347119296,35614.5112637227,8011.1309209711,2452.2072512868,1961.2651517834
1416,"N3",4245001,4248000,136192.421005707,25729.9610055491,6115.3977542517,1896.5383605863,1768.4720545875
1417,"N3",4248001,4251000,97016.7879972479,30012.857845123,6936.6434792123,2564.2450986717,6672.553596775
1418,"N3",4251001,4254000,107339.721691833,20252.4299043212,9951.4296059208,4912.8487817464,2427.5165430743
1419,"N3",4254001,4257000,81978.1909774913,22961.9374211847,9769.188371604,1786.4327343991,1916.7131511919
1420,"N3",4257001,4260000,92403.0902220714,15444.2973289891,7535.1347627455,5291.6353547018,1475.5648346107
1421,"N3",4260001,4263000,125401.868419085,20025.2416153627,8779.192353371,7302.0661478277,1714.4143203214
1422,"N3",4263001,4266000,171525.569081737,21139.2120750856,10140.7412148912,7522.4343245386,1555.9437578492
1423,"N3",4266001,4269000,157063.903156323,17422.9503027912,5973.5339755189,3665.0209598326,1213.4281258666
1424,"N3",4269001,4272000,157667.181732957,15621.0711761766,7369.8258706948,5210.7641940346,1289.1154673223
1425,"N3",4272001,4275000,129343.907937516,19956.3791325105,7927.30183582,4734.8220557239,1212.2376807009
1426,"N3",4275001,4278000,186068.482440814,16395.6673307344,6259.4903258874,3056.0922668484,1233.0572553227
1427,"N3",4278001,4281000,154308.597993099,25839.6022982722,9161.9128994763,5827.9983779946,1295.5396454134
1428,"N3",4281001,4284000,196340.709851655,22451.1424096579,7880.8014106648,4170.3460063491,1128.263467078
1429,"N3",4284001,4287000,208084.444025016,29701.7866431811,8638.6678039028,4079.238239657,1337.7965149934
1430,"N3",4287001,4290000,622019.809794233,34717.5719983099,7392.9761845758,2405.6596825318,1445.1832556723
1431,"N3",4290001,4293000,215837.923828784,23619.7820186009,7107.3167358189,4289.7530439574,1573.3769965441
1432,"N3",4293001,4296000,164044.828554354,26231.7694063147,7866.182980337,6289.907873901,1286.7058058739
1433,"N3",4296001,4299000,161152.465857709,20673.3743598612,7217.7970239415,4649.2413573683,1328.5301211982
1434,"N3",4299001,4302000,310447.579900198,29985.9979720325,11019.3517331004,4198.206660034,1482.103680331
1435,"N3",4302001,4305000,148107.07361189,23730.0729284634,10521.9347084145,6682.7022879784,1264.0985070477
1436,"N3",4305001,4308000,124297.197609667,19249.4057317479,10681.1529809506,7068.168572387,1373.8161195775
1437,"N3",4308001,4311000,217310.811199676,25986.5214462018,9942.1915417731,4866.7189892711,1282.6481676452
1438,"N3",4311001,4314000,160191.883527599,23913.9467034969,8892.3639228913,5075.6856741352,1247.0972604332
1439,"N3",4314001,4317000,207239.206016595,26746.2127281487,11094.4969954463,5200.2313537994,1233.4712109881
1440,"N3",4317001,4320000,187783.1004511,26236.2452392423,11255.9194968832,5954.6391400079,1172.7329531214
1441,"N3",4320001,4323000,257156.579051736,26069.3749856746,13509.1957433236,8347.2233704037,1063.0112954985
1442,"N3",4323001,4326000,305679.216389974,27988.8681990301,9221.1013436588,4575.6679049913,1154.1254320121
1443,"N3",4326001,4329000,331594.287386781,30168.3159608267,9389.8388391934,4015.6041258657,1188.3654715273
1444,"N3",4329001,4332000,553073.283935094,37580.6694184316,8903.8127882309,3378.2808852689,1247.3554319382
1445,"N3",4332001,4335000,369399.570034528,37892.7007564379,7966.5190130844,4567.070296039,1137.5133454236
1446,"N3",4335001,4338000,491605.417045059,46530.5494232499,10641.6709784925,3779.967504321,1089.8905930892
1447,"N3",4338001,4341000,398080.255711993,34467.8927792293,6712.7111648655,2226.025654189,1038.1806132677
1448,"N3",4341001,4344000,409633.824752716,35542.6322555497,7735.0631874401,3816.204063829,1120.3974703774
1449,"N3",4344001,4347000,559537.48303848,36351.8356318409,7649.5157312138,3653.8814603876,1068.9093087362
1450,"N3",4347001,4350000,434791.946843558,41734.8972030568,10116.1956459573,3011.5522127833,1053.4476172445
1451,"N3",4350001,4353000,515083.95055302,30817.6551970286,8186.5291531099,4119.0672129402,1524.1406175437
1452,"N3",4353001,4356000,489382.875368224,32614.6090028679,10125.4995898744,4079.692821332,1601.4278863276
1453,"N3",4356001,4359000,531253.442306815,38100.3220545592,10502.7744019605,3366.3619079189,1405.7470842344
1454,"N3",4359001,4362000,706610.029359667,40038.0649732398,9346.0385818114,3613.1314169007,1377.1889575418
1455,"N3",4362001,4365000,817370.434296206,47321.1964681744,10446.7887648539,4143.1110051087,1036.5611849145
1456,"N3",4365001,4368000,833490.430674264,36460.6858324649,8598.6640123652,3439.3530776603,961.1507524129
1457,"N3",4368001,4371000,793035.085423382,47396.2438166296,14628.4638279252,3260.3128545479,5902.6778854144
1458,"N3",4371001,4374000,343140.969756611,24047.5597661273,5446.2214735282,1967.9056396201,1208.9203928891
1459,"N3",4374001,4377000,283484.179978508,28184.0612933422,8906.3373766832,7807.2689327097,1319.4248545715
1460,"N3",4377001,4380000,280969.972231702,32742.8601061032,7517.399886037,4148.0783139977,1283.2895425456
1461,"N3",4380001,4383000,286839.243802244,32153.8262795883,9451.9768609352,4340.5110966239,1145.8722864105
1462,"N3",4383001,4386000,331750.409214469,29527.6348380842,7123.4061986704,3904.060690532,1196.5892855318
1463,"N3",4386001,4389000,324006.307291067,29494.1713034896,11019.1912016269,6502.7076444058,1299.120644624
1464,"N3",4389001,4392000,331134.118566973,24575.5953452442,10295.3696533354,6155.7669789107,1113.781902484
1465,"N3",4392001,4395000,510197.108423494,39630.1851558208,8693.4158650603,3430.2192929016,1164.1199580635
1466,"N3",4395001,4398000,645771.230149385,41693.6172248066,8074.2243973323,4152.990894971,999.2715847092
1467,"N3",4398001,4401000,484127.424922344,30044.6766466601,8355.3458912091,4821.1131224772,1374.080273126
1468,"N3",4401001,4404000,986045.437144308,32123.1209506951,7771.9250200447,2422.5069258103,2040.8656362776
1469,"N3",4404001,4407000,753740.577936521,43037.9393136639,7802.0806365437,3804.2185853625,1353.6113352145
1470,"N3",4407001,4410000,473627.431346406,28667.5389283374,6391.630914264,3244.7254605751,1049.7123605712
1471,"N3",4410001,4413000,608801.734306125,30192.1520808461,9194.7935166145,5112.0090354135,1019.5158508361
1472,"N3",4413001,4416000,557649.202011404,31986.9432736885,8167.3173914206,4112.7392942596,986.5620667724
1473,"N3",4416001,4419000,728203.659333709,34892.2594013169,9777.8501120912,4213.4901729694,1148.8147502875
1474,"N3",4419001,4422000,628776.497270494,43248.0161651284,9384.2476896644,3510.7257321384,1048.4041664052
1475,"N3",4422001,4425000,710670.608585025,36502.1606138137,7440.339759864,3114.0929130834,979.7149889107
1476,"N3",4425001,4428000,829134.377700833,32371.8135845585,8267.9385344828,4341.457126535,979.3555928667
1477,"N3",4428001,4431000,800661.348621278,34532.7952336504,9848.1272512481,3482.5530593983,1206.2699621903
1478,"N3",4431001,4434000,1096710.22087304,37119.1971396012,9484.7431415106,3131.0602334607,1135.1098753709
1479,"N3",4434001,4437000,764516.522358522,40488.2230672868,9856.2850311199,5221.2371742864,1158.1642062222
1480,"N3",4437001,4440000,1151022.48730414,39330.1482417015,5982.3571853043,1843.3509823093,1171.7613597996
1481,"N3",4440001,4443000,471262.130415718,31976.9090633509,5934.4150925866,2767.9372812276,1097.8951338034
1482,"N3",4443001,4446000,1051787.5658904,43746.5252144702,16397.818985008,8123.5327426855,13254.1145256821
1483,"N3",4446001,4449000,547082.718758534,41241.3733420131,8608.895604404,2363.505051653,1609.7185516253
1484,"N3",4449001,4452000,465112.117692051,32657.478342461,6953.7399743642,2805.9515829912,1396.1150698684
1485,"N3",4452001,4455000,149047.542453502,30255.5667935203,7682.4644503749,5426.0503032677,1372.8183108243
1486,"N3",4455001,4458000,234501.263519291,34803.2120627449,11712.7564159539,9284.7703383721,1435.4853419222
1487,"N3",4458001,4461000,359307.493516002,39148.9440199744,10391.0192974416,5672.9756299008,1166.9047551253
1488,"N3",4461001,4464000,529581.376465977,39884.5921894606,7013.8980949791,3540.66933022,1216.3098237425
1489,"N3",4464001,4467000,433245.568720496,59091.8961667114,9430.3097488365,3890.0073510027,1840.7943122159
1490,"N3",4467001,4470000,614900.850038308,75853.3404189986,13774.7843728498,3634.7549066971,1856.1039134125
1491,"N3",4470001,4473000,230134.287008767,49498.0368498281,12002.1097186809,2144.6506693205,1870.6665856285
1492,"N3",4473001,4476000,121436.609354465,47002.934269056,9065.8750632609,1601.4474640753,1857.2922850726
1493,"N3",4476001,4479000,57109.2434685445,23734.1399004816,9196.5996481726,1361.4754923328,1776.684566905
1494,"N3",4479001,4482000,59427.7623889336,20847.5654495745,8593.2901529582,1427.2336782324,1500.6085314673
1495,"N3",4482001,4485000,72197.7116169556,24525.1994128771,7794.6474775745,1569.390198101,1986.6818460073
1496,"N3",4485001,4488000,72800.4767906382,18968.3462165848,9329.6334557164,1277.1695552709,2377.4458927669
1497,"N3",4488001,4491000,50954.2051337052,17348.9020906545,12506.4706466385,1201.9584674402,2051.6234770111
1498,"N3",4491001,4494000,44646.1951243253,17531.5430813766,12376.3345543582,1240.6262943871,1786.7254910056
1499,"N1",4494001,4497000,63450.4217100433,32254.035890163,11935.5882936232,3326.310060962,6260.7766567646
1500,"N1",4497001,4500000,60544.9502379537,40236.1676949191,11392.9019846184,2515.649482171,3939.8128194511
1501,"N3",4500001,4503000,79947.2149819038,31134.504901948,9066.5718182952,1703.978558864,3397.1813909979
1502,"N3",4503001,4506000,47562.2918765496,22175.2471012664,9658.27119367,1648.0592874598,2205.304621856
1503,"N3",4506001,4509000,38643.5672096981,16601.8185153111,7454.9326205677,1303.8751082859,1473.1750402797
1504,"N3",4509001,4512000,70207.4373787164,17274.1664054691,6533.1441796376,1241.6906127579,1444.2924019385
1505,"N3",4512001,4515000,50846.4011254067,16665.7518560595,6268.8062079086,1104.8835553763,1413.7921177055
1506,"N3",4515001,4518000,43692.7893247457,10475.9186440896,4683.0591748866,1077.7920443712,1412.6969689058
1507,"N3",4518001,4521000,44547.5040400344,12678.3295696427,6204.530436727,1284.4597891154,1673.3807591102
1508,"N3",4521001,4524000,51248.89336049,11629.8098082284,6955.6441823954,1290.7214290097,1629.3776078917
1509,"N3",4524001,4527000,46729.0421942904,18430.8453839318,9340.803932496,1286.0837737957,1853.0579474665
1510,"N3",4527001,4530000,52988.4534712527,19061.8552315132,8474.3104815831,1638.9796829041,1913.2416851802
1511,"N3",4530001,4533000,31054.5628348427,13993.6412280802,5288.2560315752,1129.6287937208,1624.858470638
1512,"N3",4533001,4536000,49400.8404775382,11095.4813578855,4562.7728110126,1247.8540852449,1651.7190582518
1513,"N3",4536001,4539000,56410.543909478,24172.2974807705,10068.8873107998,1580.6345594657,1840.1785085907
1514,"N3",4539001,4542000,51653.0051946034,15104.0592000222,6511.2638160118,1558.5307594995,1822.5932297883
1515,"N3",4542001,4545000,113853.932288609,19461.0096674513,9072.4043531257,1456.4539107197,1790.6259710175
1516,"N3",4545001,4548000,48217.4487318121,10781.3814669435,6794.7618741108,1237.692119251,1674.0859266864
1517,"N3",4548001,4551000,51311.9077000952,11349.8256413745,6656.508943542,1355.4271172767,2091.3184230754
1518,"N1",4551001,4554000,405360.84882872,35675.255394987,14510.5057898358,3668.8333788238,10232.6603080673
1519,"N1",4554001,4557000,40904.9566264733,35584.8888743468,24583.9986042943,1964.4485450252,3055.285575075
1520,"N3",4557001,4560000,42154.9716845534,24183.5023463219,13909.4953160306,2085.4119347185,2427.4111796383
1521,"N3",4560001,4563000,45454.1836204634,21029.678329461,11263.2991515075,1815.9459331173,2345.03392029
1522,"N3",4563001,4566000,485743.984747462,31519.9634952503,20649.0274060184,4920.4470182195,14572.2338757162
1523,"N3",4566001,4569000,622024.213567975,36263.5777676892,15265.1900272821,6824.1976739355,22370.5512443527
1524,"N3",4569001,4572000,583842.486025056,46002.7529899358,11102.7097749341,4807.430300413,11956.5599403722
1525,"N3",4572001,4575000,479812.651567391,25690.9868379787,8830.3670573903,3359.1286471216,7859.3124759275
1526,"N3",4575001,4578000,471644.202794628,33313.4909468796,10097.9316690353,3667.1524913424,10770.2756306985
1527,"N3",4578001,4581000,434924.994648294,24457.2407437562,8955.8202670721,3679.1989366412,9754.6822603861
1528,"N1",4581001,4584000,661265.593185203,24404.0483655937,25818.2107420916,2774.9934201444,7338.5892973037
1529,"N1",4584001,4587000,53804.7941564612,23947.4885139085,23165.978595763,2004.10936219,2853.4978102746
1530,"N1",4587001,4590000,28682.3695146681,45632.7751829556,28119.0808063926,1983.7757973132,2884.8327697341
1531,"REM",4590001,4593000,38451.7123089848,52238.7780687689,18848.4331806077,2081.6357760155,2533.0116856472
1532,"N1",4593001,4596000,30322.2953097847,33696.3489197538,30000.3375577396,2244.7313251832,2570.2534055394
1533,"REM",4596001,4599000,33891.1711746375,41499.6627494894,19919.2831646959,2407.1345515365,2665.8553294931
1534,"N1",4599001,4602000,32324.2574923588,31824.8973279698,34735.7739911344,2037.9986791681,2778.6550711081
1535,"N1",4602001,4605000,43269.2267274409,29989.8604324869,23703.9828836176,2395.9372927853,2448.1089162322
1536,"N1",4605001,4608000,24263.4220433854,20424.896171317,20342.6320549368,1367.8715941203,2213.1153203324
1537,"N1",4608001,4611000,32798.6866909182,22373.5791741582,19381.594939199,1689.9909339796,2653.3456197029
1538,"N1",4611001,4614000,33675.1513396707,23763.0514469812,15668.5530249947,1695.8065962257,2149.9896234396
1539,"N3",4614001,4617000,34701.551613242,17549.734613253,8034.2328363936,1637.9437728239,2072.5240747993
1540,"N1",4617001,4620000,36095.9872123966,27197.6138082208,9021.6879971377,2348.359139752,2322.9034067675
1541,"N1",4620001,4623000,46627.5202196192,14803.2137780094,29900.1233248659,2146.8856652198,5099.3768732568
1542,"N1",4623001,4626000,40335.271618891,31523.4749478706,29484.0707896115,2200.4677232018,2690.0390551379
1543,"N3",4626001,4629000,38961.1080869739,19996.58678542,14380.7171362943,1533.7753491834,1901.6788020256
1544,"N3",4629001,4632000,39098.7393090084,17730.2425171632,7525.7324232836,1824.9895593515,2304.0385381477
1545,"N3",4632001,4635000,41743.772870559,16812.0310474866,7373.8202977957,1357.0785413958,1971.1592058278
1546,"N3",4635001,4638000,76970.14307803,17060.9130132045,3414.4582558322,1171.1441636276,1633.0464181536
1547,"N3",4638001,4641000,113069.613509587,21740.4093992916,4062.3389616135,1374.0402762926,1763.9616429332
1548,"N3",4641001,4644000,106285.350842338,25243.8365993935,9809.8259197855,2433.9357693526,2336.6652234331
1549,"N3",4644001,4647000,73103.4811490942,15769.8999841419,4074.4349998076,1666.2824638756,1574.435998985
1550,"N3",4647001,4650000,147138.548058748,20799.4808356788,5772.8584550488,2134.1596185247,1806.6658205692
1551,"N3",4650001,4653000,73841.7272987783,17962.2828698256,4653.9999245278,1295.0137993432,1609.5927383581
1552,"N3",4653001,4656000,134076.397853777,15748.1226743857,4468.510145622,2413.5428645499,1750.9432044398
1553,"N3",4656001,4659000,110583.140747802,23641.5443697601,5903.6933842686,2486.2511903807,2047.6573970927
1554,"N3",4659001,4662000,129037.171521281,20279.4192536752,8402.4091371924,5364.338073697,1979.3671669174
1555,"N3",4662001,4665000,96412.9550492185,20696.6359101043,6251.9928582268,5535.7000084539,2337.4272424087
1556,"N3",4665001,4668000,136645.436310171,18574.9965364658,4882.3501251348,3511.767287198,1735.7151768847
1557,"N3",4668001,4671000,83983.4299018274,18001.8256105928,5426.9591125249,1874.3320672325,1626.8813384611
1558,"N3",4671001,4674000,140479.919585913,28072.8498126848,7326.9796400274,7478.3609439652,2074.2499731359
1559,"N3",4674001,4677000,109005.562680332,16071.6819320092,8451.3664821762,3357.9162478984,4917.1716625522
1560,"N3",4677001,4680000,108338.395347279,19209.0193527631,5561.6375119828,1995.474027964,2286.1782746493
1561,"N3",4680001,4683000,94441.6448347654,24135.8015547714,4986.1215101486,3622.9622898059,1694.3448032825
1562,"N3",4683001,4686000,92684.9638484129,17673.1002163438,6237.3509290861,5868.5839958659,1582.879490293
1563,"N3",4686001,4689000,162625.320392797,26541.2857486576,6653.2788287442,7817.5794922702,1547.7800127901
1564,"N3",4689001,4692000,81549.6454549129,21866.1559720454,7971.5915483834,6551.1315801634,1634.4694277758
1565,"N3",4692001,4695000,110771.374508467,18518.0797669554,8116.8273071188,6424.6668646195,1416.6516684358
1566,"N3",4695001,4698000,116504.422224102,18802.4924333492,5518.0084129145,4020.9910130743,1491.9345030654
1567,"N3",4698001,4701000,98922.5205726323,21843.8465363795,7401.814403987,4503.1882381253,1440.0187150286
1568,"N3",4701001,4704000,107238.69081527,23683.6921442551,10034.6440858703,7584.1409650959,1636.9445391642
1569,"N3",4704001,4707000,144237.784020711,27062.3887799197,7561.2575948885,5742.3688147821,1608.9012281016
1570,"N1",4707001,4710000,252478.065076226,20345.3317007126,32705.4263183938,4583.2428145164,14695.0673561246
1571,"N1",4710001,4713000,41022.0591872406,20776.7576260513,15000.0336117042,1696.8241923305,2670.3523461976
1572,"N3",4713001,4716000,79348.0280890534,11893.2751316333,4222.2467892867,1301.2565487104,1790.5636264731
1573,"N3",4716001,4719000,199039.295211911,22204.6524968407,6259.4845111354,3603.4192298855,1468.5817730751
1574,"N3",4719001,4722000,172813.080983362,17740.6812222983,10397.6919123509,8052.6144892688,1584.1500246617
1575,"N3",4722001,4725000,76422.2853084716,18561.4482815782,4934.9909571517,1901.7661529076,2023.9471764771
1576,"N3",4725001,4728000,106491.965753186,18752.1065826037,6045.7565177966,4417.2668980033,1502.0230694376
1577,"N3",4728001,4731000,97228.2931035087,16661.9178924899,10906.9150449261,10017.0886194388,1537.0168503155
1578,"N3",4731001,4734000,137675.421498703,21632.454124517,7440.4818941324,5472.002677409,1455.6561906293
1579,"N3",4734001,4737000,140812.967534778,22880.152266886,6689.35627864,5551.6442747955,1387.5725748766
1580,"N3",4737001,4740000,103254.300793127,15896.0630060003,6373.6710270637,5643.4446462921,1265.5264784377
1581,"N3",4740001,4743000,115942.580853,21392.7508186972,7979.0513612927,4382.3067985149,1349.4414828977
1582,"N3",4743001,4746000,136652.688859687,18796.3070249608,7600.4690984356,5077.604849649,1666.3651206173
1583,"N3",4746001,4749000,135747.57280567,23629.3953090485,6431.8819543889,4510.7222270279,1264.6609121804
1584,"N3",4749001,4752000,196827.730738113,26206.2586674749,7432.7410238616,5899.4051151026,1603.9518338064
1585,"N3",4752001,4755000,234541.455156053,29862.5458864952,10972.2412820115,7694.2909895376,1272.4904534443
1586,"N3",4755001,4758000,181016.172132181,29640.7151118305,11268.7300881374,8825.9332853478,1301.9723243805
1587,"N3",4758001,4761000,175587.19064927,29342.0073127267,10220.036690552,6522.6377679283,1294.0519608479
1588,"N3",4761001,4764000,213395.678699591,23576.7855422883,6600.7576653046,3554.6052093396,1462.36796136
1589,"N3",4764001,4767000,180274.636115584,24944.7011987804,13183.9130196132,6641.8322714934,2968.4088836708
1590,"N3",4767001,4770000,151748.806532177,27121.5386089054,4504.9102657389,1911.3872295702,1912.5634373389
1591,"N3",4770001,4773000,182435.614755587,32776.6853684484,9417.4725332622,7059.7109955652,1766.1339156947
1592,"N3",4773001,4776000,223952.731925661,22364.6344558785,9995.0707967186,4498.9973664515,1454.4945707934
1593,"N3",4776001,4779000,130200.904112119,25223.3079451466,6083.0195643386,2506.1511950273,1993.4108693035
1594,"N3",4779001,4782000,128720.4556827,21041.9234113198,7283.5332796881,6959.1373726178,1114.396944465
1595,"N3",4782001,4785000,177731.279764447,24523.4065507126,8399.0296366845,5904.6775849783,1429.3039933888
1596,"N3",4785001,4788000,165995.26567277,30157.6643633289,10339.0366741364,5828.5098474892,1340.0806342955
1597,"N3",4788001,4791000,209481.670958143,41908.3540767283,12596.0400161295,3450.0214236591,2077.2459610542
1598,"N3",4791001,4794000,160190.345366748,20864.6241683755,7459.839045239,7058.3231788505,1411.621514084
1599,"N3",4794001,4797000,229969.090583311,22363.3744331918,9325.9197540608,8477.7696160329,1452.1799899816
1600,"N3",4797001,4800000,148794.949317071,22062.4489064131,7751.1291731113,7686.7716674042,1392.2431376424
1601,"N3",4800001,4803000,216545.87059091,31260.9054163627,9465.1935426183,7958.3480332469,1246.1166972195
1602,"N3",4803001,4806000,177498.317011589,25284.9314037587,7204.0265475789,3206.2171388984,1326.8678816961
1603,"N3",4806001,4809000,235671.659511013,34447.9890722355,8859.0648879736,4762.7715203533,1380.6928764444
1604,"N3",4809001,4812000,216760.68879067,34142.4549378029,11386.3539467523,7709.5344286188,1112.2430150359
1605,"N3",4812001,4815000,163335.506023838,23253.6410469583,8238.884194394,4902.9193103869,1484.0816475467
1606,"N3",4815001,4818000,520365.204185344,41941.5555019413,9313.993061043,4927.8686603044,1761.1221668337
1607,"N3",4818001,4821000,262891.413229851,32809.7721406822,8987.9217783729,5462.0423799059,1559.8780075243
1608,"N3",4821001,4824000,414360.338473249,33883.8054529652,7928.9481468262,2516.0480280574,1186.1952632872
1609,"N3",4824001,4827000,405996.413503122,35119.3579527902,6913.0370559266,2982.9622040614,1268.7238877521
1610,"N3",4827001,4830000,324681.37468233,31413.2072807418,7773.0809105821,4041.5372981845,1304.6447384095
1611,"N3",4830001,4833000,279400.428573395,27568.7270708528,8366.0672545484,5739.2639930507,1257.9142615334
1612,"N3",4833001,4836000,304982.751412165,35316.3876832717,12131.500521112,6905.8138189094,1281.7600929278
1613,"N3",4836001,4839000,236215.003176654,34370.3206537041,7612.416448101,4663.3773617162,1190.9482811113
1614,"N3",4839001,4842000,374946.51613713,34397.347783968,9242.3226176678,6679.1398589769,1201.2407893643
1615,"N3",4842001,4845000,530738.03733437,37060.5712411141,9238.3332220792,4486.3960742496,1243.7611302116
1616,"N3",4845001,4848000,553408.983256279,29894.7498661799,7703.5382971313,4560.1582080934,1120.4179095585
1617,"N3",4848001,4851000,290839.198234277,30122.7121450131,6407.6258725358,2346.3992295764,1111.4686696671
1618,"N3",4851001,4854000,334062.361815336,31193.8950656616,8792.000083133,6081.7262544684,1137.2717494462
1619,"N3",4854001,4857000,449087.185093447,36808.8724428817,9371.7460545806,4911.3825488524,1111.6759480639
1620,"N3",4857001,4860000,435681.337104027,34441.560544614,8194.7939454862,5419.9119536438,1095.0970768353
1621,"N3",4860001,4863000,390194.545387333,36833.3531841159,9677.4189642056,5112.5379429974,1176.9475533895
1622,"N3",4863001,4866000,361555.533175373,32677.8129103161,9564.7146319526,3601.9055825601,1129.726177097
1623,"N3",4866001,4869000,681397.731232527,32713.9909073059,7875.5356536216,4462.1292148069,1056.7627025759
1624,"N3",4869001,4872000,602889.595119433,37140.4625222971,8422.0229806244,3786.1793435428,1075.5412049527
1625,"N3",4872001,4875000,918773.027415474,33849.0946314954,10798.8536724024,4908.116788057,5247.7154399324
1626,"N3",4875001,4878000,487982.336083956,47333.4040721892,8904.265835849,3955.2483593232,5219.7419227391
1627,"N3",4878001,4881000,340217.624785348,44326.3783817287,8440.9700092419,3100.7247086009,1908.0988291296
1628,"N3",4881001,4884000,282434.008549289,29933.006925426,5689.5318446417,2002.1202827395,1725.2407337811
1629,"N3",4884001,4887000,167359.231249851,26042.0692383581,7291.8835078507,5507.0093023061,1622.0587910422
1630,"N3",4887001,4890000,251877.043884151,29042.8482321752,7595.4944415029,4666.0122292526,1894.4811768005
1631,"N3",4890001,4893000,338123.632923344,33572.7949047488,9559.2233388187,7444.4820683491,1582.9046831018
1632,"N3",4893001,4896000,188815.269610347,42245.3260147486,8340.2813980457,2963.5416380202,1863.9346912428
1633,"N3",4896001,4899000,298624.201666469,31692.126338146,6672.7821453268,3531.4974021142,1579.9489922777
1634,"N3",4899001,4902000,316344.729651356,43480.4586246542,8184.4343503389,2913.5374064369,1548.8545187981
1635,"N3",4902001,4905000,156991.866465812,26607.5080972463,5910.3335637715,1969.0920020521,1571.4347884655
1636,"N3",4905001,4908000,149842.038066423,28239.5677474539,5651.2205032898,2035.5157551831,1701.7079096084
1637,"N3",4908001,4911000,137092.756801367,32919.4353142371,7587.8955685746,1784.7821781295,1798.4250784735
1638,"N3",4911001,4914000,74028.1544237566,19837.3348541493,6774.8625843972,1631.1343983232,1859.5846063735
1639,"N3",4914001,4917000,73127.5699507798,28525.9173441775,15616.46530247,2530.8748215114,4892.8718561803
1640,"N3",4917001,4920000,68546.123219979,21870.024854796,8721.3383008807,1578.1346215585,1824.2452977403
