"channel","beat","sample","rr_pre_ms","rr_post_ms","prematurity","compensatory","morph_corr","is_pvc"
1,1176,371667,883.3333333333,905.5555555556,0.9492537313,0.9611940299,0.9865972772,FALSE
1,1177,371993,905.5555555556,869.4444444444,0.9731343284,0.9537313433,0.9739444493,FALSE
1,1178,372306,869.4444444444,805.5555555556,0.9343283582,0.9,0.9908336403,FALSE
1,1179,372596,805.5555555556,908.3333333333,0.8656716418,0.9208955224,0.9905248421,FALSE
1,1180,372923,908.3333333333,991.6666666667,0.976119403,1.0208955224,0.9929668453,FALSE
1,1181,373280,991.6666666667,969.4444444444,1.0656716418,1.0537313433,0.9964756033,FALSE
1,1182,373629,969.4444444444,869.4444444444,1.0417910448,0.9880597015,0.9943271437,FALSE
1,1183,373942,869.4444444444,847.2222222222,0.9343283582,0.9223880597,0.9872746622,FALSE
1,1184,374247,847.2222222222,780.5555555556,0.9104477612,0.8746268657,0.9945004302,FALSE
1,1185,374528,780.5555555556,805.5555555556,0.8388059701,0.852238806,0.9910785289,FALSE
1,1186,374818,805.5555555556,872.2222222222,0.8656716418,0.9014925373,0.9932637354,FALSE
1,1187,375132,872.2222222222,952.7777777778,0.9373134328,0.9805970149,0.9952283894,FALSE
1,1188,375475,952.7777777778,913.8888888889,1.023880597,1.0029850746,0.9747222571,FALSE
1,1189,375804,913.8888888889,997.2222222222,0.9820895522,1.0268656716,0.997890262,FALSE
1,1190,376163,997.2222222222,988.8888888889,1.071641791,1.0671641791,0.9959380593,FALSE
1,1191,376519,988.8888888889,902.7777777778,1.0626865672,1.0164179104,0.9863810093,FALSE
1,1192,376844,902.7777777778,963.8888888889,0.9701492537,1.0029850746,0.9780678032,FALSE
1,1193,377191,963.8888888889,1000,1.0358208955,1.0552238806,0.9863056193,FALSE
1,1194,377551,1000,608.3333333333,1.0746268657,0.8641791045,0.9929701397,FALSE
1,1195,377770,608.3333333333,1327.7777777778,0.6537313433,1.0402985075,0.7644753637,TRUE
1,1196,378248,1327.7777777778,775,1.4268656716,1.1298507463,0.9576496133,FALSE
1,1197,378527,775,919.4444444444,0.8328358209,0.9104477612,0.0024410328,TRUE
1,1198,378858,919.4444444444,827.7777777778,0.9880597015,0.9388059701,0.9637826646,FALSE
1,1199,379156,827.7777777778,830.5555555556,0.8895522388,0.8910447761,0.9911316286,FALSE
1,1200,379455,830.5555555556,936.1111111111,0.8925373134,0.9492537313,0.9957122079,FALSE
1,1201,379792,936.1111111111,547.2222222222,1.0059701493,0.7970149254,0.9858404317,FALSE
1,1202,379989,547.2222222222,491.6666666667,0.5880597015,0.5582089552,0.8382126647,TRUE
1,1203,380166,491.6666666667,1280.5555555556,0.528358209,0.952238806,0.5641586043,TRUE
1,1204,380627,1280.5555555556,491.6666666667,1.376119403,0.952238806,0.9813216536,FALSE
1,1205,380804,491.6666666667,1227.7777777778,0.528358209,0.923880597,0.8101830784,TRUE
1,1206,381246,1227.7777777778,491.6666666667,1.3194029851,0.923880597,0.9864219737,FALSE
1,1207,381423,491.6666666667,458.3333333333,0.528358209,0.5104477612,0.7846614591,TRUE
1,1208,381588,458.3333333333,1300,0.4925373134,0.9447761194,0.7113412768,TRUE
1,1209,382056,1300,777.7777777778,1.3970149254,1.1164179104,0.9908655353,FALSE
1,1210,382336,777.7777777778,1077.7777777778,0.8358208955,0.9970149254,-0.0831864797,TRUE
1,1211,382724,1077.7777777778,497.2222222222,1.1582089552,0.8462686567,0.9765742765,FALSE
1,1212,382903,497.2222222222,1177.7777777778,0.5343283582,0.9,0.8959377662,TRUE
1,1213,383327,1177.7777777778,505.5555555556,1.2656716418,0.9044776119,0.9883218622,FALSE
1,1214,383509,505.5555555556,1263.8888888889,0.5432835821,0.9507462687,0.8918544499,TRUE
1,1215,383964,1263.8888888889,527.7777777778,1.3582089552,0.9626865672,0.9870132508,FALSE
1,1216,384154,527.7777777778,1386.1111111111,0.5671641791,1.028358209,0.848249989,TRUE
1,1217,384653,1386.1111111111,505.5555555556,1.4895522388,1.0164179104,0.9943434667,FALSE
1,1218,384835,505.5555555556,1250,0.5432835821,0.9432835821,0.8462233618,TRUE
1,1219,385285,1250,505.5555555556,1.3432835821,0.9432835821,0.9726351387,FALSE
1,1220,385467,505.5555555556,1280.5555555556,0.5432835821,0.9597014925,0.883022715,TRUE
1,1221,385928,1280.5555555556,505.5555555556,1.376119403,0.9597014925,0.9906488082,FALSE
1,1222,386110,505.5555555556,1388.8888888889,0.5432835821,1.0179104478,0.8983846804,TRUE
1,1223,386610,1388.8888888889,519.4444444444,1.4925373134,1.0253731343,0.9953782619,FALSE
1,1224,386797,519.4444444444,1341.6666666667,0.5582089552,1,0.8493048649,TRUE
1,1225,387280,1341.6666666667,494.4444444444,1.4417910448,0.9865671642,0.9885690164,FALSE
1,1226,387458,494.4444444444,1255.5555555556,0.5313432836,0.9402985075,0.8664537045,TRUE
1,1227,387910,1255.5555555556,763.8888888889,1.3492537313,1.0850746269,0.9790003351,FALSE
1,1228,388185,763.8888888889,1136.1111111111,0.8208955224,1.0208955224,-0.0416701021,TRUE
1,1229,388594,1136.1111111111,550,1.2208955224,0.9059701493,0.9847840319,FALSE
1,1230,388792,550,1283.3333333333,0.5910447761,0.9850746269,0.8240511194,TRUE
1,1231,389254,1283.3333333333,961.1111111111,1.3791044776,1.2059701493,0.9905153303,FALSE
1,1232,389600,961.1111111111,891.6666666667,1.0328358209,0.9955223881,0.9918929768,FALSE
1,1233,389921,891.6666666667,522.2222222222,0.9582089552,0.7597014925,0.9900143195,FALSE
1,1234,390109,522.2222222222,483.3333333333,0.5611940299,0.5402985075,0.7815555525,TRUE
1,1235,390283,483.3333333333,1383.3333333333,0.5194029851,1.0029850746,0.5790394242,TRUE
1,1236,390781,1383.3333333333,769.4444444444,1.4865671642,1.1567164179,0.9904994897,FALSE
1,1237,391058,769.4444444444,1111.1111111111,0.8268656716,1.0104477612,-0.0109067754,TRUE
1,1238,391458,1111.1111111111,544.4444444444,1.1940298507,0.8895522388,0.9964557839,FALSE
1,1239,391654,544.4444444444,450,0.5850746269,0.5343283582,0.762388382,TRUE
1,1240,391816,450,1227.7777777778,0.4835820896,0.9014925373,0.5681673435,TRUE
1,1241,392258,1227.7777777778,755.5555555556,1.3194029851,1.0656716418,0.9840482831,FALSE
1,1242,392530,755.5555555556,1063.8888888889,0.8119402985,0.9776119403,0.0019830152,TRUE
1,1243,392913,1063.8888888889,552.7777777778,1.1432835821,0.8686567164,0.9854455743,FALSE
1,1244,393112,552.7777777778,1283.3333333333,0.5940298507,0.9865671642,0.7316043139,TRUE
1,1245,393574,1283.3333333333,913.8888888889,1.3791044776,1.1805970149,0.9842642711,FALSE
1,1246,393903,913.8888888889,750,0.9820895522,0.8940298507,0.9716902682,FALSE
1,1247,394173,750,983.3333333333,0.8059701493,0.9313432836,0.2847737326,TRUE
1,1248,394527,983.3333333333,950,1.0567164179,1.0388059701,0.9823787479,FALSE
1,1249,394869,950,572.2222222222,1.0208955224,0.8179104478,0.9949813296,FALSE
1,1250,395075,572.2222222222,494.4444444444,0.6149253731,0.5731343284,0.7461302381,TRUE
1,1251,395253,494.4444444444,1286.1111111111,0.5313432836,0.9567164179,0.5410017478,TRUE
1,1252,395716,1286.1111111111,761.1111111111,1.3820895522,1.1,0.9928797091,FALSE
1,1253,395990,761.1111111111,986.1111111111,0.8179104478,0.9388059701,0.0334519233,TRUE
1,1254,396345,986.1111111111,511.1111111111,1.0597014925,0.8044776119,0.9814379737,FALSE
1,1255,396529,511.1111111111,1247.2222222222,0.5492537313,0.9447761194,0.8390510152,TRUE
1,1256,396978,1247.2222222222,541.6666666667,1.3402985075,0.9611940299,0.9991071698,FALSE
1,1257,397173,541.6666666667,1325,0.5820895522,1.0029850746,0.7168177579,TRUE
1,1258,397650,1325,963.8888888889,1.423880597,1.2298507463,0.9888847428,FALSE
1,1259,397997,963.8888888889,758.3333333333,1.0358208955,0.9253731343,0.9936927762,FALSE
1,1260,398270,758.3333333333,225,0.8149253731,0.528358209,0.4055986353,TRUE
1,1261,398351,225,1291.6666666667,0.2417910448,0.8149253731,0.5808249848,TRUE
1,1262,398816,1291.6666666667,763.8888888889,1.3880597015,1.1044776119,0.9941919245,FALSE
1,1263,399091,763.8888888889,1119.4444444444,0.8208955224,1.0119402985,0.0742208954,TRUE
1,1264,399494,1119.4444444444,1044.4444444444,1.2029850746,1.1626865672,0.9946223111,FALSE
1,1265,399870,1044.4444444444,947.2222222222,1.1223880597,1.0701492537,0.9821435698,FALSE
1,1266,400211,947.2222222222,988.8888888889,1.0179104478,1.0402985075,0.9880869167,FALSE
1,1267,400567,988.8888888889,783.3333333333,1.0626865672,0.952238806,0.9943543038,FALSE
1,1268,400849,783.3333333333,1075,0.8417910448,0.9985074627,0.1015035442,TRUE
1,1269,401236,1075,1075,1.1552238806,1.1552238806,0.9891425979,FALSE
1,1270,401623,1075,997.2222222222,1.1552238806,1.1134328358,0.98756245,FALSE
1,1271,401982,997.2222222222,1047.2222222222,1.071641791,1.0985074627,0.9891854875,FALSE
1,1272,402359,1047.2222222222,791.6666666667,1.1253731343,0.9880597015,0.9952640759,FALSE
1,1273,402644,791.6666666667,1000,0.8507462687,0.9626865672,0.3064347195,FALSE
1,1274,403004,1000,975,1.0746268657,1.0611940299,0.9808072765,FALSE
1,1275,403355,975,833.3333333333,1.047761194,0.971641791,0.9904643863,FALSE
1,1276,403655,833.3333333333,283.3333333333,0.8955223881,0.6,-0.0675872635,FALSE
1,1277,403757,283.3333333333,1338.8888888889,0.3044776119,0.871641791,0.8715782945,TRUE
1,1278,404239,1338.8888888889,777.7777777778,1.4388059701,1.1373134328,0.9938182557,FALSE
1,1279,404519,777.7777777778,988.8888888889,0.8358208955,0.9492537313,0.0187593847,TRUE
1,1280,404875,988.8888888889,513.8888888889,1.0626865672,0.8074626866,0.9895062641,FALSE
1,1281,405060,513.8888888889,1247.2222222222,0.552238806,0.9462686567,0.7368790613,TRUE
1,1282,405509,1247.2222222222,613.8888888889,1.3402985075,1,0.9870598328,FALSE
1,1283,405730,613.8888888889,1297.2222222222,0.6597014925,1.0268656716,0.7067474832,TRUE
1,1284,406197,1297.2222222222,947.2222222222,1.3940298507,1.2059701493,0.995486645,FALSE
1,1285,406538,947.2222222222,541.6666666667,1.0179104478,0.8,0.9931834105,FALSE
1,1286,406733,541.6666666667,494.4444444444,0.5820895522,0.5567164179,0.7555523134,TRUE
1,1287,406911,494.4444444444,1219.4444444444,0.5313432836,0.9208955224,0.6979501432,TRUE
1,1288,407350,1219.4444444444,505.5555555556,1.3104477612,0.9268656716,0.998106428,FALSE
1,1289,407532,505.5555555556,1286.1111111111,0.5432835821,0.9626865672,0.7356206279,TRUE
1,1290,407995,1286.1111111111,925,1.3820895522,1.1880597015,0.9972956627,FALSE
1,1291,408328,925,544.4444444444,0.9940298507,0.7895522388,0.995117436,FALSE
1,1292,408524,544.4444444444,497.2222222222,0.5850746269,0.5597014925,0.7638782129,TRUE
1,1293,408703,497.2222222222,1211.1111111111,0.5343283582,0.9179104478,0.6498196552,TRUE
1,1294,409139,1211.1111111111,480.5555555556,1.3014925373,0.9089552239,0.9944761197,FALSE
1,1295,409312,480.5555555556,1244.4444444444,0.5164179104,0.9268656716,0.8025359445,TRUE
1,1296,409760,1244.4444444444,536.1111111111,1.3373134328,0.9567164179,0.9863501203,FALSE
1,1297,409953,536.1111111111,1275,0.576119403,0.9731343284,0.8015226003,TRUE
1,1298,410412,1275,530.5555555556,1.3701492537,0.9701492537,0.9961855036,FALSE
1,1299,410603,530.5555555556,1238.8888888889,0.5701492537,0.9507462687,0.8434074548,TRUE
1,1300,411049,1238.8888888889,500,1.3313432836,0.9343283582,0.996458598,FALSE
1,1301,411229,500,1166.6666666667,0.5373134328,0.8955223881,0.8561479584,TRUE
1,1302,411649,1166.6666666667,505.5555555556,1.2537313433,0.8985074627,0.9831196596,FALSE
1,1303,411831,505.5555555556,1238.8888888889,0.5432835821,0.9373134328,0.8424270742,TRUE
1,1304,412277,1238.8888888889,533.3333333333,1.3313432836,0.952238806,0.9912085499,FALSE
1,1305,412469,533.3333333333,1302.7777777778,0.5731343284,0.9865671642,0.8471460612,TRUE
1,1306,412938,1302.7777777778,500,1.4,0.9686567164,0.9935181149,FALSE
1,1307,413118,500,1188.8888888889,0.5373134328,0.9074626866,0.851515924,TRUE
1,1308,413546,1188.8888888889,494.4444444444,1.2776119403,0.9044776119,0.9720078632,FALSE
1,1309,413724,494.4444444444,1272.2222222222,0.5313432836,0.9492537313,0.8746212856,TRUE
1,1310,414182,1272.2222222222,536.1111111111,1.3671641791,0.971641791,0.9960583886,FALSE
1,1311,414375,536.1111111111,1333.3333333333,0.576119403,1.0044776119,0.8176693603,TRUE
1,1312,414855,1333.3333333333,525,1.4328358209,0.9985074627,0.9908211111,FALSE
1,1313,415044,525,1241.6666666667,0.5641791045,0.9492537313,0.8718026953,TRUE
1,1314,415491,1241.6666666667,497.2222222222,1.3343283582,0.9343283582,0.9878640748,FALSE
1,1315,415670,497.2222222222,1266.6666666667,0.5343283582,0.947761194,0.8481535222,TRUE
1,1316,416126,1266.6666666667,541.6666666667,1.3611940299,0.971641791,0.9970715334,FALSE
1,1317,416321,541.6666666667,1286.1111111111,0.5820895522,0.9820895522,0.8428076706,TRUE
1,1318,416784,1286.1111111111,538.8888888889,1.3820895522,0.9805970149,0.9948849903,FALSE
1,1319,416978,538.8888888889,1266.6666666667,0.5791044776,0.9701492537,0.8218147421,TRUE
1,1320,417434,1266.6666666667,505.5555555556,1.3611940299,0.952238806,0.9936064191,FALSE
1,1321,417616,505.5555555556,1225,0.5432835821,0.9298507463,0.8587551862,TRUE
1,1322,418057,1225,497.2222222222,1.3164179104,0.9253731343,0.9853826744,FALSE
1,1323,418236,497.2222222222,1294.4444444444,0.5343283582,0.9626865672,0.8712445752,TRUE
1,1324,418702,1294.4444444444,552.7777777778,1.3910447761,0.9925373134,0.9914017543,FALSE
1,1325,418901,552.7777777778,1302.7777777778,0.5940298507,0.9970149254,0.8278958489,TRUE
1,1326,419370,1302.7777777778,505.5555555556,1.4,0.971641791,0.9960145353,FALSE
1,1327,419552,505.5555555556,1236.1111111111,0.5432835821,0.9358208955,0.8725970627,TRUE
1,1328,419997,1236.1111111111,486.1111111111,1.328358209,0.9253731343,0.9954828902,FALSE
1,1329,420172,486.1111111111,1255.5555555556,0.5223880597,0.9358208955,0.8583150049,TRUE
1,1330,420624,1255.5555555556,541.6666666667,1.3492537313,0.9656716418,0.9934026098,FALSE
1,1331,420819,541.6666666667,1313.8888888889,0.5820895522,0.9970149254,0.8296633544,TRUE
1,1332,421292,1313.8888888889,511.1111111111,1.4119402985,0.9805970149,0.9977228888,FALSE
1,1333,421476,511.1111111111,1255.5555555556,0.5492537313,0.9492537313,0.8680546881,TRUE
1,1334,421928,1255.5555555556,502.7777777778,1.3492537313,0.9447761194,0.9866770542,FALSE
1,1335,422109,502.7777777778,1200,0.5402985075,0.9149253731,0.8581149085,TRUE
1,1336,422541,1200,497.2222222222,1.2895522388,0.9119402985,0.9840415788,FALSE
1,1337,422720,497.2222222222,1330.5555555556,0.5343283582,0.9820895522,0.8201249323,TRUE
1,1338,423199,1330.5555555556,519.4444444444,1.4298507463,0.9940298507,0.9867384683,FALSE
1,1339,423386,519.4444444444,1280.5555555556,0.5582089552,0.9671641791,0.8451335919,TRUE
1,1340,423847,1280.5555555556,511.1111111111,1.376119403,0.9626865672,0.9959468551,FALSE
1,1341,424031,511.1111111111,1233.3333333333,0.5492537313,0.9373134328,0.8950279557,TRUE
1,1342,424475,1233.3333333333,497.2222222222,1.3253731343,0.9298507463,0.9759605019,FALSE
1,1343,424654,497.2222222222,1341.6666666667,0.5343283582,0.9880597015,0.8499397818,TRUE
1,1344,425137,1341.6666666667,536.1111111111,1.4417910448,1.0089552239,0.9884476466,FALSE
1,1345,425330,536.1111111111,1311.1111111111,0.576119403,0.9925373134,0.8098458372,TRUE
1,1346,425802,1311.1111111111,505.5555555556,1.4089552239,0.976119403,0.9893878421,FALSE
1,1347,425984,505.5555555556,1200,0.5432835821,0.9164179104,0.8734290652,TRUE
1,1348,426416,1200,505.5555555556,1.2895522388,0.9164179104,0.9936131473,FALSE
1,1349,426598,505.5555555556,1230.5555555556,0.5432835821,0.9328358209,0.8621458363,TRUE
1,1350,427041,1230.5555555556,541.6666666667,1.3223880597,0.952238806,0.9909095143,FALSE
1,1351,427236,541.6666666667,1244.4444444444,0.5820895522,0.9597014925,0.7892890596,TRUE
1,1352,427684,1244.4444444444,963.8888888889,1.3373134328,1.1865671642,0.9797242404,FALSE
1,1353,428031,963.8888888889,961.1111111111,1.0358208955,1.0343283582,0.9940981696,FALSE
1,1354,428377,961.1111111111,530.5555555556,1.0328358209,0.8014925373,0.9773666177,FALSE
1,1355,428568,530.5555555556,1194.4444444444,0.5701492537,0.9268656716,0.8040641608,TRUE
1,1356,428998,1194.4444444444,936.1111111111,1.2835820896,1.1447761194,0.9859303245,FALSE
1,1357,429335,936.1111111111,991.6666666667,1.0059701493,1.0358208955,0.9941116721,FALSE
1,1358,429692,991.6666666667,952.7777777778,1.0656716418,1.0447761194,0.9962438107,FALSE
1,1359,430035,952.7777777778,555.5555555556,1.023880597,0.8104477612,0.9841298611,FALSE
1,1360,430235,555.5555555556,1230.5555555556,0.5970149254,0.9597014925,0.8293066357,TRUE
1,1361,430678,1230.5555555556,961.1111111111,1.3223880597,1.1776119403,0.9897751899,FALSE
1,1362,431024,961.1111111111,963.8888888889,1.0328358209,1.0343283582,0.990697961,FALSE
1,1363,431371,963.8888888889,1000,1.0358208955,1.0552238806,0.9928576431,FALSE
1,1364,431731,1000,1008.3333333333,1.0746268657,1.0791044776,0.9853364551,FALSE
1,1365,432094,1008.3333333333,991.6666666667,1.0835820896,1.0746268657,0.9932707448,FALSE
1,1366,432451,991.6666666667,955.5555555556,1.0656716418,1.0462686567,0.9879170006,FALSE
1,1367,432795,955.5555555556,1008.3333333333,1.0268656716,1.0552238806,0.9866609089,FALSE
1,1368,433158,1008.3333333333,544.4444444444,1.0835820896,0.8343283582,0.9888353621,FALSE
1,1369,433354,544.4444444444,1316.6666666667,0.5850746269,1,0.8238194287,TRUE
1,1370,433828,1316.6666666667,1113.8888888889,1.4149253731,1.3059701493,0.9916962844,FALSE
1,1371,434229,1113.8888888889,1038.8888888889,1.1970149254,1.1567164179,0.9944805396,FALSE
1,1372,434603,1038.8888888889,1016.6666666667,1.1164179104,1.1044776119,0.9836348254,FALSE
1,1373,434969,1016.6666666667,1016.6666666667,1.0925373134,1.0925373134,0.9781670606,FALSE
1,1374,435335,1016.6666666667,533.3333333333,1.0925373134,0.8328358209,0.9844996081,FALSE
1,1375,435527,533.3333333333,1338.8888888889,0.5731343284,1.0059701493,0.8332278229,TRUE
1,1376,436009,1338.8888888889,1072.2222222222,1.4388059701,1.2955223881,0.9953572761,FALSE
1,1377,436395,1072.2222222222,563.8888888889,1.152238806,0.8791044776,0.9929824651,FALSE
1,1378,436598,563.8888888889,1272.2222222222,0.6059701493,0.9865671642,0.7962137359,TRUE
1,1379,437056,1272.2222222222,1030.5555555556,1.3671641791,1.2373134328,0.9928118907,FALSE
1,1380,437427,1030.5555555556,530.5555555556,1.1074626866,0.8388059701,0.9954826904,FALSE
1,1381,437618,530.5555555556,1316.6666666667,0.5701492537,0.9925373134,0.8205306074,TRUE
1,1382,438092,1316.6666666667,569.4444444444,1.4149253731,1.0134328358,0.9874981371,FALSE
1,1383,438297,569.4444444444,3088.8888888889,0.6119402985,1.9656716418,0.7927560586,TRUE
1,1384,439409,3088.8888888889,522.2222222222,3.3194029851,1.9402985075,0.9958520605,FALSE
1,1385,439597,522.2222222222,1813.8888888889,0.5611940299,1.2552238806,0.7978648675,TRUE
1,1386,440250,1813.8888888889,550,1.9492537313,1.2701492537,0.9733688587,FALSE
1,1387,440448,550,1336.1111111111,0.5910447761,1.0134328358,0.7633892123,TRUE
1,1388,440929,1336.1111111111,519.4444444444,1.4358208955,0.9970149254,0.9781269147,FALSE
1,1389,441116,519.4444444444,1261.1111111111,0.5582089552,0.9567164179,0.7573740954,TRUE
1,1390,441570,1261.1111111111,500,1.3552238806,0.9462686567,0.9866805147,FALSE
1,1391,441750,500,1266.6666666667,0.5373134328,0.9492537313,0.786015614,TRUE
1,1392,442206,1266.6666666667,544.4444444444,1.3611940299,0.9731343284,0.9758736503,FALSE
1,1393,442402,544.4444444444,1336.1111111111,0.5850746269,1.0104477612,0.8042707303,TRUE
1,1394,442883,1336.1111111111,525,1.4358208955,1,0.9869928734,FALSE
1,1395,443072,525,1291.6666666667,0.5641791045,0.976119403,0.7786175057,TRUE
1,1396,443537,1291.6666666667,500,1.3880597015,0.9626865672,0.9852193918,FALSE
1,1397,443717,500,1241.6666666667,0.5373134328,0.9358208955,0.8236615313,TRUE
1,1398,444164,1241.6666666667,527.7777777778,1.3343283582,0.9507462687,0.9740918235,FALSE
1,1399,444354,527.7777777778,1305.5555555556,0.5671641791,0.9850746269,0.7397318842,TRUE
1,1400,444824,1305.5555555556,1011.1111111111,1.4029850746,1.2447761194,0.9806643371,FALSE
1,1401,445188,1011.1111111111,552.7777777778,1.0865671642,0.8402985075,0.9662489066,FALSE
1,1402,445387,552.7777777778,1197.2222222222,0.5940298507,0.9402985075,0.7737535222,TRUE
1,1403,445818,1197.2222222222,505.5555555556,1.2865671642,0.9149253731,0.9964717797,FALSE
1,1404,446000,505.5555555556,1244.4444444444,0.5432835821,0.9402985075,0.7783998486,TRUE
1,1405,446448,1244.4444444444,566.6666666667,1.3373134328,0.9731343284,0.9839675163,FALSE
1,1406,446652,566.6666666667,1205.5555555556,0.6089552239,0.952238806,0.8095277856,TRUE
1,1407,447086,1205.5555555556,558.3333333333,1.2955223881,0.947761194,0.9934827593,FALSE
1,1408,447287,558.3333333333,1091.6666666667,0.6,0.8865671642,0.8172810725,TRUE
1,1409,447680,1091.6666666667,519.4444444444,1.1731343284,0.8656716418,0.9884323918,FALSE
1,1410,447867,519.4444444444,1191.6666666667,0.5582089552,0.9194029851,0.7861287273,TRUE
1,1411,448296,1191.6666666667,919.4444444444,1.2805970149,1.1343283582,0.9899521984,FALSE
1,1412,448627,919.4444444444,547.2222222222,0.9880597015,0.7880597015,0.9871741627,FALSE
1,1413,448824,547.2222222222,1291.6666666667,0.5880597015,0.9880597015,0.789109936,TRUE
1,1414,449289,1291.6666666667,577.7777777778,1.3880597015,1.0044776119,0.9778474773,FALSE
1,1415,449497,577.7777777778,1291.6666666667,0.6208955224,1.0044776119,0.8025858497,TRUE
1,1416,449962,1291.6666666667,500,1.3880597015,0.9626865672,0.9960499379,FALSE
1,1417,450142,500,1194.4444444444,0.5373134328,0.9104477612,0.8015239855,TRUE
1,1418,450572,1194.4444444444,527.7777777778,1.2835820896,0.9253731343,0.9929305648,FALSE
1,1419,450762,527.7777777778,1313.8888888889,0.5671641791,0.9895522388,0.7894202037,TRUE
1,1420,451235,1313.8888888889,994.4444444444,1.4119402985,1.2402985075,0.983593112,FALSE
1,1421,451593,994.4444444444,552.7777777778,1.0686567164,0.8313432836,0.9508592736,FALSE
1,1422,451792,552.7777777778,1238.8888888889,0.5940298507,0.9626865672,0.7904085641,TRUE
1,1423,452238,1238.8888888889,966.6666666667,1.3313432836,1.1850746269,0.989175188,FALSE
1,1424,452586,966.6666666667,533.3333333333,1.0388059701,0.8059701493,0.9868946053,FALSE
1,1425,452778,533.3333333333,1350,0.5731343284,1.0119402985,0.8423485361,TRUE
1,1426,453264,1350,547.2222222222,1.4507462687,1.0194029851,0.9917666462,FALSE
1,1427,453461,547.2222222222,1372.2222222222,0.5880597015,1.0313432836,0.8530106634,TRUE
1,1428,453955,1372.2222222222,538.8888888889,1.4746268657,1.0268656716,0.9941506145,FALSE
1,1429,454149,538.8888888889,1269.4444444444,0.5791044776,0.971641791,0.8634636168,TRUE
1,1430,454606,1269.4444444444,525,1.3641791045,0.9641791045,0.9958899677,FALSE
1,1431,454795,525,1319.4444444444,0.5641791045,0.9910447761,0.8697561011,TRUE
1,1432,455270,1319.4444444444,566.6666666667,1.4179104478,1.0134328358,0.9895203419,FALSE
1,1433,455474,566.6666666667,1350,0.6089552239,1.0298507463,0.7936908152,TRUE
1,1434,455960,1350,547.2222222222,1.4507462687,1.0194029851,0.991464018,FALSE
1,1435,456157,547.2222222222,1252.7777777778,0.5880597015,0.9671641791,0.899664662,TRUE
1,1436,456608,1252.7777777778,508.3333333333,1.3462686567,0.9462686567,0.978913715,FALSE
1,1437,456791,508.3333333333,1294.4444444444,0.5462686567,0.9686567164,0.8677090218,TRUE
1,1438,457257,1294.4444444444,569.4444444444,1.3910447761,1.0014925373,0.9695855812,FALSE
1,1439,457462,569.4444444444,1330.5555555556,0.6119402985,1.0208955224,0.8340723482,TRUE
1,1440,457941,1330.5555555556,547.2222222222,1.4298507463,1.0089552239,0.991523503,FALSE
1,1441,458138,547.2222222222,1288.8888888889,0.5880597015,0.9865671642,0.9172472587,FALSE
1,1442,458602,1288.8888888889,511.1111111111,1.3850746269,0.9671641791,0.9844797382,FALSE
1,1443,458786,511.1111111111,1202.7777777778,0.5492537313,0.9208955224,0.7880261239,TRUE
1,1444,459219,1202.7777777778,905.5555555556,1.2925373134,1.1328358209,0.9907750422,FALSE
1,1445,459545,905.5555555556,975,0.9731343284,1.0104477612,0.995886316,FALSE
1,1446,459896,975,561.1111111111,1.047761194,0.8253731343,0.9907677204,FALSE
1,1447,460098,561.1111111111,1350,0.6029850746,1.0268656716,0.7970476232,TRUE
1,1448,460584,1350,977.7777777778,1.4507462687,1.2507462687,0.9912737597,FALSE
1,1449,460936,977.7777777778,933.3333333333,1.0507462687,1.0268656716,0.985737531,FALSE
1,1450,461272,933.3333333333,1044.4444444444,1.0029850746,1.0626865672,0.9902890388,FALSE
1,1451,461648,1044.4444444444,1133.3333333333,1.1223880597,1.1701492537,0.9926227243,FALSE
1,1452,462056,1133.3333333333,1061.1111111111,1.2179104478,1.1791044776,0.9926395909,FALSE
1,1453,462438,1061.1111111111,1080.5555555556,1.1402985075,1.1507462687,0.993823121,FALSE
1,1454,462827,1080.5555555556,1066.6666666667,1.1611940299,1.1537313433,0.9905645984,FALSE
1,1455,463211,1066.6666666667,1066.6666666667,1.1462686567,1.1462686567,0.9812151088,FALSE
1,1456,463595,1066.6666666667,1030.5555555556,1.1462686567,1.1268656716,0.9907502258,FALSE
1,1457,463966,1030.5555555556,1091.6666666667,1.1074626866,1.1402985075,0.9919617206,FALSE
1,1458,464359,1091.6666666667,1097.2222222222,1.1731343284,1.176119403,0.994757965,FALSE
1,1459,464754,1097.2222222222,1061.1111111111,1.1791044776,1.1597014925,0.9829000655,FALSE
1,1460,465136,1061.1111111111,1027.7777777778,1.1402985075,1.1223880597,0.9840756523,FALSE
1,1461,465506,1027.7777777778,1041.6666666667,1.1044776119,1.1119402985,0.9851599153,FALSE
1,1462,465881,1041.6666666667,1152.7777777778,1.1194029851,1.1791044776,0.986808298,FALSE
1,1463,466296,1152.7777777778,1127.7777777778,1.2388059701,1.2253731343,0.9970527713,FALSE
1,1464,466702,1127.7777777778,1072.2222222222,1.2119402985,1.1820895522,0.9916847226,FALSE
1,1465,467088,1072.2222222222,1013.8888888889,1.152238806,1.1208955224,0.9914630604,FALSE
1,1466,467453,1013.8888888889,1088.8888888889,1.0895522388,1.1298507463,0.9962472029,FALSE
1,1467,467845,1088.8888888889,1122.2222222222,1.1701492537,1.1880597015,0.9929324729,FALSE
1,1468,468249,1122.2222222222,1047.2222222222,1.2059701493,1.1656716418,0.9945407643,FALSE
1,1469,468626,1047.2222222222,1072.2222222222,1.1253731343,1.1388059701,0.9948934952,FALSE
