epoch,start_sec,expert_stage,pred_stage,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta
753,22560.0,N1,N3,0.722427,0.205049,0.034571,0.013736,0.024218
754,22590.0,N1,N3,0.741718,0.153336,0.049639,0.018721,0.036585
755,22620.0,N1,N3,0.716573,0.058098,0.167933,0.012566,0.044831
756,22650.0,N1,N1,0.747353,0.051582,0.133066,0.015384,0.052615
757,22680.0,N1,N3,0.893146,0.038528,0.040828,0.006168,0.02133
758,22710.0,W,N3,0.950077,0.020293,0.020951,0.002021,0.006658
759,22740.0,N1,N3,0.887333,0.02071,0.059682,0.008751,0.023523
760,22770.0,N1,N1,0.678384,0.083515,0.173383,0.015951,0.048767
761,22800.0,N1,N1,0.674212,0.125053,0.119185,0.023443,0.058107
762,22830.0,N1,N1,0.648537,0.130409,0.114318,0.024546,0.08219
763,22860.0,N1,N3,0.725842,0.126466,0.068989,0.021577,0.057126
764,22890.0,N2,N3,0.785271,0.148687,0.028115,0.011707,0.026219
765,22920.0,N2,N3,0.745337,0.170042,0.038734,0.015712,0.030175
766,22950.0,N2,N3,0.660784,0.179839,0.083293,0.021837,0.054247
767,22980.0,N2,N3,0.818583,0.133916,0.02527,0.008987,0.013243
768,23010.0,N2,N3,0.740589,0.131135,0.079565,0.02267,0.026041
769,23040.0,N2,N3,0.684976,0.135615,0.076225,0.024768,0.078416
770,23070.0,N1,N3,0.961838,0.011565,0.011185,0.00313,0.012282
771,23100.0,N1,N3,0.82234,0.058861,0.072022,0.010817,0.03596
772,23130.0,N1,N1,0.599966,0.115374,0.209832,0.016533,0.058295
773,23160.0,N1,N3,0.639791,0.118285,0.143084,0.027127,0.071713
774,23190.0,N1,N3,0.66207,0.132038,0.088237,0.030352,0.087303
775,23220.0,N1,N3,0.709726,0.176479,0.046337,0.018877,0.048581
776,23250.0,N1,N3,0.809152,0.051151,0.092744,0.010212,0.036742
777,23280.0,W,N3,0.895611,0.046542,0.038483,0.003893,0.01547
778,23310.0,W,N3,0.642511,0.05865,0.245876,0.011465,0.041498
779,23340.0,N1,N1,0.635269,0.130685,0.141638,0.02261,0.069798
780,23370.0,N1,N3,0.631021,0.1241,0.149989,0.022737,0.072154
781,23400.0,N1,N3,0.732674,0.13831,0.06468,0.019784,0.044552
782,23430.0,N1,N3,0.764059,0.145375,0.040911,0.016352,0.033302
783,23460.0,N1,N3,0.766843,0.134788,0.038952,0.018333,0.041085
784,23490.0,N1,N3,0.824202,0.12925,0.024247,0.008586,0.013714
785,23520.0,N2,N3,0.869882,0.094362,0.019004,0.008854,0.007898
786,23550.0,N2,N3,0.802563,0.139105,0.030492,0.016593,0.011247
787,23580.0,N2,N3,0.767809,0.165862,0.035576,0.020983,0.00977
788,23610.0,N2,N3,0.675226,0.183792,0.063754,0.065128,0.012099
789,23640.0,N2,N3,0.784507,0.132549,0.045448,0.031349,0.006148
790,23670.0,N2,N3,0.683247,0.190283,0.064003,0.053035,0.009432
791,23700.0,N2,N3,0.770358,0.148211,0.042047,0.032391,0.006993
792,23730.0,N2,N3,0.673851,0.229986,0.04923,0.039306,0.007626
793,23760.0,N2,N3,0.739472,0.175792,0.041217,0.037501,0.006017
794,23790.0,N2,N3,0.766914,0.150307,0.043862,0.033289,0.005627
795,23820.0,N2,N3,0.840723,0.106349,0.024137,0.024643,0.004147
796,23850.0,N2,N3,0.798495,0.138414,0.03261,0.025599,0.004882
797,23880.0,N3,N3,0.815544,0.126367,0.029915,0.024028,0.004146
798,23910.0,N2,N3,0.828536,0.122471,0.033871,0.010335,0.004787
799,23940.0,N2,N3,0.810813,0.13959,0.02641,0.018476,0.004712
800,23970.0,N2,N3,0.8013,0.131198,0.031609,0.032008,0.003886
801,24000.0,N2,N3,0.800077,0.147866,0.02928,0.019517,0.00326
802,24030.0,N3,N3,0.846043,0.117659,0.021825,0.011807,0.002666
803,24060.0,N3,N3,0.853392,0.111632,0.018895,0.012745,0.003336
804,24090.0,N3,N3,0.861249,0.102459,0.018581,0.014298,0.003413
805,24120.0,N3,N3,0.877629,0.093605,0.017185,0.009299,0.002281
806,24150.0,N3,N3,0.868389,0.099972,0.021558,0.007605,0.002475
807,24180.0,N3,N3,0.899004,0.080354,0.013552,0.005554,0.001536
808,24210.0,N3,N3,0.853496,0.112926,0.016676,0.013912,0.00299
809,24240.0,N3,N3,0.877877,0.093539,0.015407,0.009621,0.003555
810,24270.0,N3,N3,0.903889,0.070038,0.016316,0.007467,0.002291
811,24300.0,N3,N3,0.898264,0.075166,0.014563,0.009951,0.002055
812,24330.0,N3,N3,0.914991,0.065439,0.012228,0.005515,0.001827
813,24360.0,N3,N3,0.911369,0.066945,0.013119,0.006633,0.001933
814,24390.0,N3,N3,0.891866,0.086207,0.01437,0.005858,0.001699
815,24420.0,N3,N3,0.895561,0.084505,0.012232,0.005718,0.001985
816,24450.0,N3,N3,0.902863,0.078464,0.012416,0.00447,0.001788
817,24480.0,N3,N3,0.918532,0.063323,0.009572,0.007084,0.001488
818,24510.0,N3,N3,0.913775,0.069844,0.010235,0.004325,0.001821
819,24540.0,N3,N3,0.882203,0.08811,0.017484,0.009955,0.002248
820,24570.0,N3,N3,0.904513,0.07892,0.009812,0.005012,0.001743
821,24600.0,N3,N3,0.906399,0.07582,0.011789,0.004109,0.001884
822,24630.0,N3,N3,0.90468,0.076956,0.010504,0.006049,0.00181
823,24660.0,N3,N3,0.906242,0.077127,0.009782,0.005283,0.001566
824,24690.0,N3,N3,0.927851,0.057942,0.008401,0.004277,0.001529
825,24720.0,N2,N3,0.898062,0.076611,0.015245,0.007837,0.002245
826,24750.0,N3,N3,0.92095,0.059899,0.011396,0.006085,0.001669
827,24780.0,N3,N3,0.905372,0.077434,0.009914,0.005576,0.001704
828,24810.0,N3,N3,0.92503,0.060685,0.008965,0.003932,0.001388
829,24840.0,N3,N3,0.936415,0.049485,0.009083,0.003787,0.00123
830,24870.0,N3,N3,0.935577,0.049732,0.009044,0.004117,0.00153
831,24900.0,N3,N3,0.922658,0.06328,0.00874,0.004027,0.001294
832,24930.0,N3,N3,0.889616,0.087288,0.013059,0.007988,0.002049
833,24960.0,N3,N3,0.916718,0.065621,0.010514,0.005624,0.001524
834,24990.0,N3,N3,0.919545,0.065222,0.009583,0.00449,0.001161
835,25020.0,N3,N3,0.925406,0.062403,0.008087,0.002827,0.001277
836,25050.0,N3,N3,0.914649,0.068526,0.010744,0.00469,0.001392
837,25080.0,N3,N3,0.921214,0.061223,0.010544,0.005259,0.00176
838,25110.0,N3,N3,0.935421,0.05203,0.007774,0.003531,0.001245
839,25140.0,N3,N3,0.917614,0.064302,0.010549,0.005997,0.001539
840,25170.0,N3,N3,0.92882,0.056754,0.008588,0.004642,0.001195
841,25200.0,N3,N3,0.935483,0.050586,0.008029,0.004491,0.001411
842,25230.0,N3,N3,0.922568,0.062426,0.008356,0.004844,0.001805
843,25260.0,N3,N3,0.939396,0.050753,0.006698,0.002068,0.001085
844,25290.0,N3,N3,0.941502,0.046277,0.007492,0.003326,0.001403
845,25320.0,N3,N3,0.926811,0.057718,0.009617,0.004491,0.001363
846,25350.0,N3,N3,0.909874,0.072088,0.008915,0.007621,0.001502
847,25380.0,N3,N3,0.932942,0.053567,0.008946,0.003353,0.001192
848,25410.0,N3,N3,0.922713,0.057901,0.010655,0.007087,0.001644
849,25440.0,N3,N3,0.932416,0.053496,0.008897,0.003956,0.001235
850,25470.0,N3,N3,0.910837,0.072961,0.010001,0.004798,0.001402
851,25500.0,N3,N3,0.943008,0.047365,0.0063,0.002316,0.001011
852,25530.0,N3,N3,0.908801,0.072345,0.01151,0.005758,0.001586
853,25560.0,N3,N3,0.927293,0.058856,0.009277,0.003284,0.00129
854,25590.0,N3,N3,0.91291,0.073668,0.008264,0.003957,0.001201
855,25620.0,N3,N3,0.935741,0.049838,0.008954,0.003936,0.001531
856,25650.0,N3,N3,0.922382,0.059743,0.010106,0.006158,0.001611
857,25680.0,N3,N3,0.936451,0.046236,0.010396,0.003292,0.003625
858,25710.0,N2,N3,0.900975,0.074555,0.014109,0.00441,0.005951
859,25740.0,N2,N3,0.956616,0.019311,0.013821,0.003023,0.007229
860,25770.0,N2,N3,0.887963,0.031253,0.042599,0.009978,0.028207
861,25800.0,W,N3,0.866515,0.025637,0.048321,0.014368,0.045159
862,25830.0,W,N1,0.54925,0.076634,0.115858,0.06045,0.197807
863,25860.0,W,N3,0.748841,0.05648,0.059228,0.031931,0.103521
864,25890.0,W,N3,0.942905,0.016849,0.017214,0.00647,0.016561
865,25920.0,W,N3,0.963657,0.016573,0.010322,0.002573,0.006875
866,25950.0,W,N3,0.92343,0.033603,0.022587,0.005179,0.015201
867,25980.0,W,N1,0.752117,0.064586,0.122638,0.013576,0.047083
868,26010.0,W,N3,0.894702,0.034938,0.042491,0.005942,0.021927
869,26040.0,W,N3,0.8829,0.036208,0.052372,0.00642,0.022101
870,26070.0,N1,N3,0.736251,0.093464,0.108811,0.017704,0.04377
871,26100.0,N1,N3,0.809425,0.112351,0.035005,0.01605,0.027169
872,26130.0,N1,N3,0.758777,0.146819,0.042339,0.022823,0.029241
873,26160.0,N2,N3,0.838015,0.11893,0.023044,0.009134,0.010877
874,26190.0,N2,N3,0.912264,0.063955,0.01101,0.007128,0.005643
875,26220.0,N2,N3,0.914912,0.066214,0.009719,0.004898,0.004256
876,26250.0,N2,N3,0.83672,0.10155,0.028429,0.025262,0.008039
877,26280.0,N2,N3,0.849622,0.095782,0.026439,0.022477,0.00568
878,26310.0,N2,N3,0.824029,0.103347,0.034912,0.025507,0.012205
879,26340.0,N2,N3,0.882536,0.077189,0.021269,0.012157,0.006849
880,26370.0,N2,N3,0.809814,0.106431,0.036139,0.040893,0.006723
881,26400.0,N2,N3,0.800043,0.127332,0.028486,0.036325,0.007814
882,26430.0,N2,N3,0.684093,0.212942,0.04338,0.052199,0.007385
883,26460.0,N2,N3,0.767533,0.088082,0.076603,0.051956,0.015827
884,26490.0,N2,N3,0.873441,0.090298,0.018699,0.007231,0.010331
885,26520.0,N2,N3,0.773049,0.129483,0.036913,0.051235,0.00932
886,26550.0,N2,N3,0.879852,0.075464,0.023153,0.011886,0.009645
887,26580.0,N2,N3,0.731924,0.161444,0.051373,0.044995,0.010264
888,26610.0,N2,N3,0.866938,0.076035,0.038612,0.00959,0.008825
889,26640.0,N2,N3,0.828227,0.09255,0.035435,0.024197,0.019591
890,26670.0,N2,N3,0.864769,0.079068,0.026128,0.012228,0.017807
891,26700.0,N2,N3,0.85171,0.091938,0.023881,0.012821,0.01965
892,26730.0,N2,N3,0.85644,0.088997,0.024479,0.010807,0.019277
893,26760.0,N2,N3,0.686969,0.181565,0.051491,0.063317,0.016658
894,26790.0,N2,N3,0.797901,0.131192,0.036198,0.013876,0.020833
895,26820.0,N2,N1,0.830578,0.04887,0.050034,0.017743,0.052774
896,26850.0,W,N3,0.937408,0.024753,0.014223,0.007174,0.016442
897,26880.0,W,N1,0.836132,0.025849,0.058482,0.021287,0.05825
898,26910.0,W,N1,0.863623,0.024876,0.055789,0.012899,0.042814
899,26940.0,W,N1,0.865757,0.026679,0.068226,0.0079,0.031438
900,26970.0,N1,N1,0.496782,0.091858,0.317109,0.021224,0.073028
901,27000.0,N1,N1,0.686582,0.125856,0.084984,0.031765,0.070812
902,27030.0,N1,N3,0.730992,0.126016,0.063905,0.027006,0.052082
903,27060.0,N1,N1,0.463594,0.104207,0.322124,0.026448,0.083627
904,27090.0,N1,N3,0.700129,0.139415,0.083259,0.023629,0.053569
905,27120.0,N1,N3,0.694973,0.149484,0.070802,0.02698,0.057761
906,27150.0,N1,N3,0.775885,0.109436,0.046365,0.023106,0.045208
907,27180.0,N2,N3,0.829784,0.12299,0.022497,0.010728,0.014001
908,27210.0,N2,N3,0.797159,0.129061,0.027752,0.022341,0.023687
909,27240.0,N2,N3,0.773521,0.153687,0.034472,0.013509,0.02481
910,27270.0,N2,N3,0.779443,0.145215,0.035922,0.029564,0.009855
911,27300.0,N2,N3,0.760497,0.148253,0.038315,0.044621,0.008315
912,27330.0,N2,N3,0.751024,0.117131,0.041945,0.023531,0.06637
913,27360.0,N2,N3,0.714536,0.148382,0.051077,0.027595,0.05841
914,27390.0,W,N1,0.892086,0.021732,0.033699,0.011934,0.040549
915,27420.0,N1,N3,0.850977,0.033692,0.063006,0.013288,0.039035
916,27450.0,N1,N3,0.761114,0.128768,0.045874,0.020239,0.044004
917,27480.0,N1,N3,0.700696,0.131876,0.071453,0.027137,0.068838
918,27510.0,N2,N3,0.777539,0.152553,0.033588,0.014109,0.022211
919,27540.0,N2,N3,0.847407,0.090207,0.028865,0.012701,0.02082
920,27570.0,N2,N3,0.778947,0.130662,0.043122,0.020627,0.026641
921,27600.0,N2,N3,0.817666,0.099429,0.028489,0.040248,0.014168
922,27630.0,N2,N3,0.849946,0.087724,0.029712,0.024018,0.0086
923,27660.0,N2,N3,0.702366,0.18008,0.063211,0.04188,0.012464
924,27690.0,N2,N3,0.82194,0.106259,0.02812,0.027297,0.016385
925,27720.0,N2,N3,0.777017,0.126479,0.040524,0.047322,0.008658
926,27750.0,N2,N3,0.699609,0.185134,0.045274,0.061723,0.00826
927,27780.0,N2,N3,0.699092,0.151101,0.060254,0.080631,0.008922
928,27810.0,N1,N3,0.775857,0.084803,0.089688,0.0293,0.020352
929,27840.0,N2,N3,0.862235,0.08579,0.021347,0.012808,0.017821
930,27870.0,N2,N3,0.793379,0.126893,0.034478,0.029511,0.015739
931,27900.0,N2,N3,0.724523,0.170492,0.050074,0.042248,0.012662
932,27930.0,N2,N3,0.762018,0.117001,0.045543,0.066276,0.009161
933,27960.0,N2,N3,0.780559,0.1169,0.064892,0.025979,0.011669
934,27990.0,N2,N3,0.8377,0.084082,0.041871,0.028392,0.007955
935,28020.0,N2,N3,0.790176,0.110424,0.048927,0.036567,0.013906
936,28050.0,N2,N3,0.758787,0.134665,0.046127,0.048412,0.01201
937,28080.0,N2,N3,0.84488,0.086036,0.040687,0.017089,0.011308
938,28110.0,N2,N3,0.752616,0.156989,0.039888,0.036012,0.014495
939,28140.0,N2,N3,0.815774,0.095334,0.048103,0.032998,0.007792
940,28170.0,N2,N3,0.767196,0.130995,0.055388,0.039117,0.007302
941,28200.0,N2,N3,0.684352,0.181904,0.072305,0.0521,0.00934
942,28230.0,N2,N3,0.749947,0.151299,0.049791,0.0403,0.008664
943,28260.0,N2,N3,0.770452,0.14101,0.04464,0.037005,0.006894
944,28290.0,N2,N3,0.790792,0.123979,0.044604,0.030297,0.010328
945,28320.0,N2,N3,0.802615,0.129589,0.031588,0.031123,0.005085
946,28350.0,N2,N3,0.777827,0.113769,0.077739,0.017426,0.013239
947,28380.0,N2,N3,0.851417,0.105975,0.022475,0.011673,0.00846
948,28410.0,N2,N3,0.851567,0.077299,0.035273,0.012847,0.023014
949,28440.0,N2,N3,0.772842,0.147298,0.043951,0.025187,0.010722
950,28470.0,N2,N3,0.852164,0.080445,0.02788,0.031056,0.008454
951,28500.0,N2,N3,0.81543,0.137693,0.020728,0.022017,0.004133
952,28530.0,N2,N3,0.835573,0.104526,0.024965,0.029911,0.005025
953,28560.0,N2,N3,0.8207,0.116317,0.028836,0.019176,0.014971
954,28590.0,N2,N3,0.832625,0.111833,0.037784,0.00808,0.009678
955,28620.0,N2,N3,0.853039,0.087445,0.019811,0.031343,0.008363
956,28650.0,N2,N3,0.731801,0.189373,0.047843,0.015333,0.015649
957,28680.0,N2,N3,0.755517,0.145367,0.068672,0.013744,0.016699
958,28710.0,REM,N3,0.669397,0.143679,0.108892,0.024205,0.053827
959,28740.0,REM,N3,0.740839,0.156393,0.051127,0.015975,0.035666
960,28770.0,REM,N3,0.746586,0.153678,0.053598,0.021469,0.024669
961,28800.0,REM,N3,0.774699,0.155657,0.038586,0.012082,0.018976
962,28830.0,REM,N3,0.747958,0.165597,0.050587,0.012741,0.023116
963,28860.0,REM,N3,0.642515,0.160106,0.099366,0.030482,0.067531
964,28890.0,REM,N3,0.672922,0.216043,0.060336,0.020719,0.029979
965,28920.0,REM,N3,0.764426,0.152717,0.051945,0.011534,0.019378
966,28950.0,REM,N3,0.813263,0.119972,0.034478,0.010086,0.022201
967,28980.0,REM,N3,0.6133,0.188617,0.097456,0.030546,0.070081
968,29010.0,REM,N3,0.644606,0.226721,0.071501,0.015752,0.04142
969,29040.0,REM,N3,0.715232,0.176317,0.056264,0.016865,0.035323
970,29070.0,REM,N3,0.745675,0.154541,0.062679,0.01098,0.026125
971,29100.0,REM,N3,0.792907,0.12296,0.05515,0.010977,0.018007
972,29130.0,REM,N3,0.781888,0.145489,0.043194,0.010556,0.018873
973,29160.0,REM,N3,0.700366,0.191397,0.059041,0.019008,0.030188
974,29190.0,REM,N1,0.809402,0.119267,0.042487,0.010769,0.018074
975,29220.0,REM,N3,0.674867,0.220228,0.064746,0.015466,0.024694
976,29250.0,REM,N3,0.71801,0.197217,0.052393,0.012782,0.019598
977,29280.0,REM,N3,0.789174,0.1319,0.046848,0.010988,0.02109
978,29310.0,REM,N3,0.739767,0.161118,0.050586,0.015826,0.032703
979,29340.0,REM,N3,0.746801,0.176013,0.041832,0.012388,0.022966
980,29370.0,REM,N3,0.684589,0.193655,0.085742,0.01437,0.021644
981,29400.0,REM,N3,0.730071,0.174056,0.057326,0.013991,0.024557
982,29430.0,REM,N1,0.871228,0.080422,0.028061,0.007489,0.0128
983,29460.0,REM,N3,0.814938,0.120063,0.034287,0.011688,0.019024
984,29490.0,REM,N3,0.706735,0.202547,0.054656,0.013927,0.022134
985,29520.0,REM,N3,0.738234,0.147773,0.060588,0.018658,0.034748
986,29550.0,REM,N3,0.691234,0.177077,0.077771,0.017582,0.036337
987,29580.0,REM,N3,0.806243,0.112897,0.053352,0.011316,0.016192
988,29610.0,REM,N1,0.831,0.085952,0.062335,0.007747,0.012966
989,29640.0,REM,N3,0.776122,0.150056,0.042337,0.011669,0.019817
990,29670.0,REM,N3,0.710907,0.167229,0.068371,0.020139,0.033354
991,29700.0,REM,N3,0.752795,0.160293,0.054643,0.012359,0.019909
992,29730.0,REM,N3,0.791571,0.129439,0.045861,0.011164,0.021964
993,29760.0,REM,N3,0.776093,0.149553,0.039295,0.011989,0.02307
994,29790.0,REM,N3,0.880419,0.082232,0.022196,0.005177,0.009977
995,29820.0,REM,N3,0.833491,0.103734,0.033313,0.010988,0.018475
996,29850.0,REM,N3,0.81261,0.122846,0.037221,0.009191,0.018133
997,29880.0,REM,N3,0.773431,0.130244,0.054427,0.016664,0.025233
998,29910.0,REM,N3,0.690255,0.213919,0.054703,0.01314,0.027982
999,29940.0,REM,N3,0.805887,0.124599,0.043279,0.008833,0.017402
1000,29970.0,REM,N3,0.838365,0.110407,0.030508,0.007525,0.013194
1001,30000.0,REM,N1,0.815469,0.109461,0.042819,0.012259,0.019993
1002,30030.0,REM,N1,0.80683,0.123944,0.042332,0.009891,0.017003
1003,30060.0,REM,N3,0.865343,0.086739,0.026796,0.007727,0.013396
1004,30090.0,REM,N3,0.825007,0.117486,0.033248,0.007598,0.016662
1005,30120.0,REM,N3,0.771927,0.146609,0.042078,0.014291,0.025094
1006,30150.0,REM,N3,0.73879,0.172073,0.051654,0.014322,0.023161
1007,30180.0,REM,N3,0.730332,0.178167,0.049801,0.013373,0.028327
1008,30210.0,REM,N3,0.733585,0.189122,0.045367,0.011312,0.020614
1009,30240.0,REM,N3,0.720245,0.210765,0.042718,0.009307,0.016964
1010,30270.0,REM,N3,0.697729,0.16918,0.084786,0.016594,0.031711
1011,30300.0,REM,N3,0.743985,0.149072,0.062441,0.015544,0.028957
1012,30330.0,REM,N3,0.7749,0.172275,0.027957,0.008642,0.016226
1013,30360.0,N2,N3,0.742313,0.156974,0.062168,0.015656,0.022889
1014,30390.0,N2,N3,0.822004,0.126341,0.029382,0.007647,0.014626
1015,30420.0,N2,N3,0.617111,0.320497,0.027329,0.018857,0.016206
1016,30450.0,N2,N3,0.698303,0.183456,0.06601,0.036031,0.0162
1017,30480.0,N2,N3,0.817995,0.121594,0.028006,0.025711,0.006694
1018,30510.0,N2,N3,0.744778,0.152163,0.042168,0.047683,0.013208
1019,30540.0,N2,N3,0.661326,0.244455,0.055092,0.024594,0.014532
1020,30570.0,N2,N3,0.785184,0.130857,0.03768,0.036561,0.009719
1021,30600.0,N2,N3,0.755438,0.136865,0.05765,0.017873,0.032175
1022,30630.0,N2,N3,0.814013,0.096302,0.035531,0.040462,0.013692
1023,30660.0,N2,N3,0.751122,0.14096,0.054439,0.01956,0.033918
1024,30690.0,N2,N3,0.672803,0.151089,0.089978,0.054322,0.031809
1025,30720.0,N2,N3,0.839641,0.10136,0.029489,0.012511,0.016999
1026,30750.0,N2,N3,0.6995,0.157625,0.075798,0.046424,0.020653
1027,30780.0,N2,N3,0.671032,0.132495,0.072876,0.110685,0.012912
1028,30810.0,N2,N3,0.636294,0.175094,0.071614,0.103817,0.013181
1029,30840.0,N2,N3,0.710464,0.170857,0.052849,0.056877,0.008952
1030,30870.0,N2,N3,0.652698,0.21023,0.070951,0.055387,0.010732
1031,30900.0,N2,N3,0.751155,0.120109,0.059716,0.059491,0.009529
1032,30930.0,N2,N3,0.718438,0.162575,0.046286,0.063937,0.008763
1033,30960.0,N2,N3,0.765094,0.158808,0.043551,0.024254,0.008293
1034,30990.0,N2,N3,0.779401,0.137905,0.046311,0.028884,0.007499
1035,31020.0,N2,N3,0.752205,0.153459,0.047037,0.039155,0.008144
1036,31050.0,N2,N3,0.799464,0.117341,0.035625,0.041564,0.006006
1037,31080.0,N2,N3,0.79862,0.143467,0.033062,0.019559,0.005292
1038,31110.0,N2,N3,0.780439,0.149913,0.035182,0.028177,0.006289
1039,31140.0,N2,N3,0.877216,0.082572,0.020735,0.01627,0.003207
1040,31170.0,N2,N3,0.776313,0.160748,0.029767,0.027119,0.006053
1041,31200.0,N2,N3,0.849912,0.103492,0.023232,0.019567,0.003797
1042,31230.0,N2,N3,0.817491,0.133995,0.024941,0.018544,0.00503
1043,31260.0,N2,N3,0.859308,0.102239,0.02002,0.014756,0.003678
1044,31290.0,N2,N3,0.871732,0.095394,0.02029,0.009583,0.003
1045,31320.0,N2,N3,0.831624,0.117868,0.026871,0.019676,0.003961
1046,31350.0,N2,N3,0.870956,0.093442,0.017209,0.014693,0.0037
1047,31380.0,N2,N3,0.886285,0.081595,0.015656,0.013201,0.003263
1048,31410.0,N2,N3,0.85943,0.105854,0.020309,0.011046,0.003362
1049,31440.0,N2,N3,0.884822,0.086161,0.01623,0.009867,0.002921
1050,31470.0,N3,N3,0.908517,0.073097,0.011423,0.004823,0.00214
1051,31500.0,N2,N3,0.86026,0.108007,0.016302,0.012285,0.003145
1052,31530.0,N3,N3,0.912415,0.06698,0.012273,0.006248,0.002085
1053,31560.0,N3,N3,0.917179,0.066027,0.01094,0.003464,0.00239
1054,31590.0,N3,N3,0.907523,0.069455,0.015224,0.005702,0.002095
1055,31620.0,N2,N3,0.85196,0.111614,0.019058,0.014158,0.00321
1056,31650.0,N3,N3,0.923111,0.054088,0.011592,0.009237,0.001972
1057,31680.0,N3,N3,0.904782,0.074098,0.012146,0.006648,0.002325
1058,31710.0,N3,N3,0.930997,0.050828,0.010652,0.00561,0.001913
1059,31740.0,N3,N3,0.908185,0.070004,0.010877,0.008525,0.002409
1060,31770.0,N3,N3,0.90632,0.068506,0.0132,0.009327,0.002647
1061,31800.0,N3,N3,0.923413,0.057919,0.010438,0.006372,0.001858
1062,31830.0,N3,N3,0.932546,0.052291,0.008701,0.00482,0.001642
1063,31860.0,N3,N3,0.90122,0.080551,0.011533,0.004831,0.001865
1064,31890.0,N3,N3,0.910018,0.068358,0.011989,0.007079,0.002556
1065,31920.0,N3,N3,0.924065,0.061236,0.008634,0.004104,0.00196
1066,31950.0,N3,N3,0.931496,0.051676,0.009567,0.005781,0.001479
1067,31980.0,N3,N3,0.924754,0.059221,0.010077,0.004099,0.001849
1068,32010.0,N3,N3,0.918333,0.063148,0.011488,0.005216,0.001816
1069,32040.0,N3,N3,0.932791,0.054536,0.006448,0.004579,0.001646
1070,32070.0,N3,N3,0.920781,0.061415,0.010545,0.005441,0.001819
1071,32100.0,N3,N3,0.925402,0.056652,0.009447,0.00661,0.001889
1072,32130.0,N3,N3,0.901685,0.077083,0.012544,0.006668,0.00202
1073,32160.0,N3,N3,0.930756,0.051719,0.009588,0.006133,0.001804
1074,32190.0,N3,N3,0.909747,0.06987,0.011192,0.007189,0.002002
1075,32220.0,N3,N3,0.925415,0.058167,0.008769,0.005981,0.001668
1076,32250.0,N3,N3,0.91122,0.068707,0.011972,0.005687,0.002414
1077,32280.0,N3,N3,0.931655,0.051322,0.009082,0.005639,0.002302
1078,32310.0,N3,N3,0.911419,0.066904,0.011351,0.008229,0.002098
1079,32340.0,N3,N3,0.921677,0.06067,0.010632,0.005136,0.001885
1080,32370.0,N2,N1,0.929758,0.024086,0.014951,0.007748,0.023458
1081,32400.0,N2,N3,0.882244,0.08414,0.021375,0.004858,0.007383
1082,32430.0,N2,N3,0.896425,0.074452,0.017017,0.005014,0.007092
1083,32460.0,N2,N3,0.876188,0.088893,0.018852,0.006762,0.009305
1084,32490.0,N2,N3,0.879924,0.083396,0.018812,0.008668,0.0092
1085,32520.0,N2,N3,0.892815,0.075737,0.021046,0.005451,0.00495
1086,32550.0,N2,N3,0.905561,0.068139,0.014913,0.005165,0.006221
1087,32580.0,N2,N3,0.886756,0.070179,0.021549,0.015207,0.00631
1088,32610.0,N2,N3,0.874347,0.088776,0.021533,0.006844,0.008499
1089,32640.0,N2,N3,0.898002,0.066997,0.017113,0.011605,0.006283
1090,32670.0,N2,N3,0.861627,0.079842,0.033032,0.017249,0.008249
1091,32700.0,N2,N3,0.869068,0.074286,0.030475,0.016725,0.009446
1092,32730.0,N2,N3,0.885174,0.063933,0.026207,0.0175,0.007186
1093,32760.0,N2,N3,0.871469,0.083595,0.027465,0.011213,0.006258
1094,32790.0,N2,N3,0.891927,0.071235,0.017219,0.009126,0.010492
1095,32820.0,N2,N3,0.742118,0.146684,0.048455,0.049285,0.013457
1096,32850.0,N2,N3,0.870928,0.076149,0.030189,0.016535,0.006199
1097,32880.0,N2,N3,0.875638,0.07095,0.026988,0.018742,0.007682
1098,32910.0,N2,N3,0.827682,0.096859,0.047607,0.018351,0.009502
1099,32940.0,N2,N3,0.893001,0.067419,0.019661,0.012943,0.006976
1100,32970.0,N2,N3,0.864794,0.059056,0.037746,0.022679,0.015725
1101,33000.0,N2,N3,0.899508,0.064433,0.015449,0.014027,0.006584
1102,33030.0,N2,N3,0.828338,0.095583,0.028995,0.040147,0.006937
1103,33060.0,N2,N3,0.903168,0.053474,0.017057,0.008982,0.017318
1104,33090.0,N2,N3,0.872601,0.075512,0.021008,0.017107,0.013771
1105,33120.0,N2,N3,0.898493,0.058265,0.024377,0.011848,0.007017
1106,33150.0,N1,N1,0.927396,0.021422,0.022603,0.005947,0.022631
1107,33180.0,N2,N3,0.831581,0.109954,0.031676,0.012325,0.014465
1108,33210.0,N2,N3,0.798448,0.110018,0.035821,0.046894,0.00882
1109,33240.0,N2,N3,0.884512,0.062394,0.027071,0.016464,0.009558
1110,33270.0,N2,N3,0.84438,0.090014,0.032633,0.018629,0.014344
1111,33300.0,N2,N3,0.812939,0.106433,0.037195,0.035639,0.007795
1112,33330.0,N2,N3,0.782704,0.145596,0.031633,0.028112,0.011955
1113,33360.0,N2,N3,0.862292,0.091114,0.023508,0.016741,0.006345
1114,33390.0,N2,N3,0.801738,0.104512,0.035701,0.049993,0.008056
1115,33420.0,N2,N3,0.844529,0.092638,0.026422,0.029703,0.006708
1116,33450.0,N2,N3,0.889428,0.057884,0.028105,0.014673,0.009909
