epoch,start_sec,expert_stage,pred_stage,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta
754,22590.0,W,N3,0.774423,0.172071,0.023328,0.00892,0.021259
755,22620.0,W,N3,0.795607,0.136486,0.024779,0.01118,0.031948
756,22650.0,W,N3,0.721174,0.124321,0.044505,0.027646,0.082355
757,22680.0,W,N3,0.768107,0.150672,0.0313,0.01333,0.036591
758,22710.0,W,N3,0.75182,0.133284,0.033085,0.022541,0.05927
759,22740.0,W,N3,0.811384,0.109197,0.027055,0.01293,0.039434
760,22770.0,W,N3,0.804318,0.146281,0.02262,0.007567,0.019214
761,22800.0,W,N3,0.812335,0.136302,0.023853,0.007519,0.019992
762,22830.0,W,N3,0.778438,0.164667,0.029602,0.008196,0.019097
763,22860.0,W,N3,0.828377,0.128203,0.020836,0.006416,0.016168
764,22890.0,W,N3,0.842454,0.106565,0.026222,0.007876,0.016883
765,22920.0,W,N3,0.824112,0.1152,0.025506,0.010439,0.024743
766,22950.0,W,N3,0.782809,0.157772,0.02699,0.009567,0.022861
767,22980.0,W,N3,0.833254,0.125914,0.018592,0.006997,0.015243
768,23010.0,W,N3,0.88198,0.069235,0.019129,0.008658,0.020998
769,23040.0,W,N3,0.886219,0.069276,0.018696,0.007352,0.018457
770,23070.0,W,N3,0.797643,0.125949,0.03147,0.011437,0.033502
771,23100.0,W,N3,0.76101,0.157511,0.032022,0.011429,0.038028
772,23130.0,W,N3,0.81081,0.12597,0.023635,0.009645,0.02994
773,23160.0,W,N3,0.862611,0.082008,0.019479,0.008878,0.027025
774,23190.0,W,N3,0.791434,0.118462,0.031312,0.016461,0.042331
775,23220.0,W,N3,0.795322,0.117626,0.028803,0.014919,0.043331
776,23250.0,W,N3,0.794173,0.139516,0.022638,0.011556,0.032116
777,23280.0,W,N3,0.833318,0.116507,0.019654,0.008146,0.022375
778,23310.0,W,N3,0.838745,0.106991,0.021643,0.008064,0.024557
779,23340.0,W,N3,0.838289,0.100394,0.022477,0.009534,0.029306
780,23370.0,W,N3,0.727095,0.162241,0.035711,0.020191,0.054763
781,23400.0,W,N3,0.826377,0.117969,0.024807,0.010422,0.020425
782,23430.0,W,N3,0.885435,0.069909,0.018009,0.00834,0.018306
783,23460.0,W,N3,0.770362,0.145286,0.034251,0.013501,0.0366
784,23490.0,W,N3,0.80209,0.116042,0.028916,0.01521,0.037742
785,23520.0,W,N3,0.846381,0.098546,0.018658,0.00948,0.026935
786,23550.0,W,N3,0.740612,0.171311,0.031912,0.012795,0.043369
787,23580.0,W,N3,0.813305,0.123243,0.024573,0.009703,0.029177
788,23610.0,W,N3,0.791166,0.145859,0.02665,0.00976,0.026566
789,23640.0,W,N3,0.833581,0.097062,0.021337,0.013396,0.034624
790,23670.0,W,N3,0.852566,0.085697,0.023866,0.010136,0.027735
791,23700.0,W,N3,0.749004,0.125267,0.039967,0.022791,0.062971
792,23730.0,W,N3,0.797938,0.104863,0.032742,0.017526,0.046932
793,23760.0,W,N3,0.886243,0.067568,0.015431,0.007828,0.02293
794,23790.0,W,N3,0.872443,0.072029,0.017884,0.00926,0.028383
795,23820.0,W,N3,0.816441,0.07409,0.031628,0.02044,0.0574
796,23850.0,W,N3,0.888384,0.054182,0.020469,0.00918,0.027785
797,23880.0,W,N3,0.908121,0.045997,0.016191,0.007269,0.022424
798,23910.0,W,N3,0.823523,0.103744,0.027276,0.012107,0.033349
799,23940.0,W,N3,0.844532,0.101759,0.023487,0.009154,0.021067
800,23970.0,W,N3,0.840121,0.112534,0.024105,0.006042,0.017199
801,24000.0,W,N3,0.840014,0.105551,0.024329,0.009917,0.020189
802,24030.0,W,N3,0.854029,0.093912,0.021855,0.009839,0.020365
803,24060.0,W,N3,0.82524,0.109872,0.029597,0.010839,0.024452
804,24090.0,W,N3,0.874676,0.077269,0.019655,0.008423,0.019977
805,24120.0,W,N3,0.906982,0.0545,0.016132,0.007056,0.01533
806,24150.0,W,N3,0.840309,0.093475,0.02805,0.011485,0.026681
807,24180.0,W,N3,0.782255,0.116033,0.03671,0.018139,0.046863
808,24210.0,W,N3,0.805209,0.103129,0.033081,0.015405,0.043176
809,24240.0,W,N3,0.808256,0.096132,0.028585,0.016968,0.050058
810,24270.0,W,N3,0.814607,0.120078,0.028269,0.011856,0.02519
811,24300.0,W,N3,0.846887,0.098065,0.021923,0.01047,0.022654
812,24330.0,W,N3,0.873328,0.061775,0.021433,0.012151,0.031314
813,24360.0,W,N3,0.825533,0.079,0.026807,0.016856,0.051804
814,24390.0,W,N3,0.847253,0.072613,0.028517,0.014904,0.036713
815,24420.0,W,N1,0.824358,0.070498,0.030125,0.018695,0.056325
816,24450.0,W,N3,0.815648,0.097735,0.026339,0.014095,0.046184
817,24480.0,W,N3,0.802279,0.113313,0.026046,0.012411,0.045951
818,24510.0,W,N3,0.863521,0.078911,0.019359,0.00844,0.029769
819,24540.0,W,N3,0.799226,0.131286,0.026978,0.011042,0.031469
820,24570.0,W,N3,0.787668,0.122881,0.026244,0.016421,0.046787
821,24600.0,W,N3,0.832364,0.079344,0.027203,0.016541,0.044547
822,24630.0,W,N1,0.814075,0.066399,0.03246,0.021662,0.065403
823,24660.0,W,N3,0.880562,0.042188,0.022717,0.013592,0.040941
824,24690.0,W,N3,0.874321,0.067883,0.018444,0.00934,0.030012
825,24720.0,W,N3,0.790575,0.146684,0.02519,0.009,0.028551
826,24750.0,W,N3,0.797566,0.130624,0.025777,0.009452,0.036581
827,24780.0,W,N3,0.75097,0.161239,0.030545,0.01402,0.043226
828,24810.0,W,N3,0.782197,0.140987,0.024944,0.011868,0.040004
829,24840.0,W,N3,0.781795,0.154868,0.024529,0.008791,0.030017
830,24870.0,W,N3,0.744613,0.160725,0.030215,0.015175,0.049272
831,24900.0,W,N3,0.776213,0.147748,0.025677,0.011069,0.039293
832,24930.0,W,N3,0.70961,0.185022,0.037968,0.014698,0.052702
833,24960.0,W,N3,0.78856,0.125752,0.028281,0.014585,0.042821
834,24990.0,W,N3,0.781497,0.12957,0.026241,0.012114,0.050578
835,25020.0,W,N3,0.841383,0.098754,0.024956,0.008231,0.026676
836,25050.0,W,N3,0.748249,0.16954,0.034077,0.011817,0.036317
837,25080.0,W,N3,0.84397,0.095527,0.020786,0.008208,0.031509
838,25110.0,W,N3,0.800017,0.129442,0.024724,0.011462,0.034354
839,25140.0,W,N3,0.823467,0.120889,0.022644,0.009022,0.023977
840,25170.0,W,N3,0.785909,0.134206,0.027116,0.013016,0.039752
841,25200.0,W,N3,0.778982,0.142953,0.02899,0.010845,0.03823
842,25230.0,W,N3,0.715531,0.175541,0.034181,0.015385,0.059361
843,25260.0,W,N3,0.775733,0.125379,0.0296,0.015297,0.053992
844,25290.0,W,N3,0.816265,0.117988,0.025547,0.009523,0.030676
845,25320.0,W,N3,0.801045,0.121737,0.027903,0.011894,0.037421
846,25350.0,W,N3,0.868584,0.074052,0.019238,0.009565,0.028561
847,25380.0,W,N3,0.816616,0.090879,0.022845,0.012544,0.057116
848,25410.0,W,N3,0.83588,0.100139,0.0207,0.010083,0.033198
849,25440.0,W,N3,0.854884,0.086164,0.021838,0.009547,0.027567
850,25470.0,W,N3,0.72351,0.173855,0.033282,0.01441,0.054943
851,25500.0,W,N3,0.729975,0.172938,0.032917,0.013094,0.051077
852,25530.0,W,N3,0.748782,0.160924,0.029678,0.012762,0.047854
853,25560.0,W,N3,0.783885,0.138241,0.026964,0.010093,0.040817
854,25590.0,W,N3,0.76472,0.122152,0.034893,0.017021,0.061213
855,25620.0,W,N3,0.760549,0.134047,0.031625,0.015774,0.058005
856,25650.0,W,N3,0.807177,0.104024,0.027708,0.01459,0.0465
857,25680.0,W,N3,0.808759,0.120141,0.024401,0.01183,0.034869
858,25710.0,W,N3,0.893604,0.068638,0.014269,0.005982,0.017507
859,25740.0,W,N3,0.837159,0.120229,0.019825,0.005599,0.017187
860,25770.0,W,N3,0.849992,0.099858,0.01778,0.007234,0.025136
861,25800.0,W,N3,0.859534,0.083893,0.018865,0.010569,0.02714
862,25830.0,W,N3,0.839066,0.116753,0.019235,0.007143,0.017803
863,25860.0,W,N3,0.832502,0.081273,0.021218,0.015143,0.049864
864,25890.0,W,N3,0.814014,0.0795,0.030463,0.019933,0.056091
865,25920.0,W,N3,0.90879,0.048595,0.014668,0.007794,0.020153
866,25950.0,W,N3,0.862808,0.057813,0.022989,0.014477,0.041913
867,25980.0,W,N3,0.869517,0.061271,0.023277,0.011523,0.034412
868,26010.0,W,N3,0.837839,0.072193,0.026061,0.015387,0.04852
869,26040.0,W,N3,0.899612,0.047291,0.018051,0.009524,0.025522
870,26070.0,W,N3,0.821092,0.104406,0.025005,0.013355,0.036142
871,26100.0,W,N3,0.853375,0.087224,0.02077,0.009935,0.028696
872,26130.0,W,N3,0.861008,0.076408,0.024302,0.010245,0.028037
873,26160.0,W,N3,0.850797,0.085545,0.023458,0.012002,0.028198
874,26190.0,W,N3,0.848019,0.082094,0.023128,0.013974,0.032786
875,26220.0,W,N3,0.872435,0.062356,0.023709,0.010231,0.031269
876,26250.0,W,N1,0.880759,0.066519,0.016464,0.009415,0.026843
877,26280.0,W,N3,0.795352,0.086974,0.03273,0.019754,0.06519
878,26310.0,W,N3,0.8386,0.074516,0.029034,0.016527,0.041323
879,26340.0,W,N3,0.8576,0.075288,0.021626,0.011764,0.033723
880,26370.0,W,N3,0.839297,0.058275,0.028889,0.018726,0.054813
881,26400.0,W,N3,0.82403,0.068642,0.02809,0.019478,0.059761
882,26430.0,W,N3,0.843776,0.059172,0.025728,0.019133,0.052192
883,26460.0,W,N3,0.843635,0.076698,0.024776,0.013382,0.04151
884,26490.0,W,N3,0.827799,0.10583,0.024618,0.010662,0.031091
885,26520.0,W,N3,0.857001,0.072689,0.022199,0.013347,0.034763
886,26550.0,W,N3,0.868439,0.069179,0.021554,0.010967,0.029862
887,26580.0,W,N3,0.836351,0.071224,0.02583,0.016915,0.04968
888,26610.0,W,N3,0.879018,0.049585,0.023179,0.011942,0.036276
889,26640.0,W,N3,0.844069,0.072893,0.026287,0.014579,0.042172
890,26670.0,W,N3,0.850315,0.063215,0.021642,0.016041,0.048786
891,26700.0,W,N3,0.858266,0.061326,0.022647,0.014308,0.043452
892,26730.0,W,N3,0.885113,0.04641,0.017734,0.011964,0.038778
893,26760.0,W,N3,0.876237,0.063902,0.01708,0.010227,0.032554
894,26790.0,W,N3,0.868059,0.058197,0.020738,0.013304,0.039701
895,26820.0,W,N3,0.892919,0.057387,0.017319,0.008417,0.023958
896,26850.0,W,N3,0.89152,0.053143,0.01559,0.009661,0.030086
897,26880.0,W,N3,0.934308,0.032399,0.011593,0.005654,0.016046
898,26910.0,W,N3,0.918568,0.039927,0.013434,0.00813,0.019942
899,26940.0,W,N3,0.923478,0.044119,0.012265,0.005313,0.014825
900,26970.0,W,N3,0.877407,0.068688,0.020083,0.009865,0.023958
901,27000.0,W,N1,0.89307,0.04602,0.018186,0.011326,0.031399
902,27030.0,W,N3,0.852507,0.074959,0.023505,0.012834,0.036194
903,27060.0,W,N3,0.881896,0.067842,0.016686,0.008373,0.025203
904,27090.0,W,N1,0.815714,0.120327,0.024211,0.012386,0.027362
905,27120.0,W,N3,0.822705,0.125895,0.019271,0.009328,0.022802
906,27150.0,W,N3,0.854211,0.096421,0.02111,0.008018,0.02024
907,27180.0,W,N3,0.868164,0.081301,0.021358,0.009482,0.019695
908,27210.0,W,N3,0.848218,0.105822,0.019452,0.007562,0.018946
909,27240.0,W,N3,0.809623,0.12614,0.022978,0.010862,0.030396
910,27270.0,W,N3,0.859883,0.083758,0.021354,0.008761,0.026245
911,27300.0,W,N1,0.89587,0.063874,0.01638,0.006465,0.017411
912,27330.0,W,N3,0.909851,0.041718,0.015539,0.008497,0.024395
913,27360.0,W,N3,0.872592,0.06539,0.021305,0.010219,0.030494
914,27390.0,W,N3,0.850121,0.0842,0.028285,0.009447,0.027946
915,27420.0,W,N3,0.881907,0.089096,0.010866,0.005562,0.012569
916,27450.0,W,N3,0.86854,0.070521,0.020128,0.0101,0.030712
917,27480.0,W,N3,0.850687,0.093291,0.022424,0.009821,0.023777
918,27510.0,W,N3,0.872816,0.078512,0.018052,0.007945,0.022675
919,27540.0,W,N3,0.833348,0.115094,0.018519,0.009011,0.024028
920,27570.0,W,N3,0.874153,0.093757,0.014048,0.005565,0.012477
921,27600.0,W,N3,0.871821,0.092605,0.014768,0.006066,0.014739
922,27630.0,W,N3,0.881846,0.091244,0.014275,0.00497,0.007666
923,27660.0,W,N3,0.895467,0.073276,0.016804,0.004341,0.010112
924,27690.0,W,N3,0.858776,0.092115,0.019124,0.007718,0.022267
925,27720.0,W,N3,0.807135,0.122121,0.028075,0.012883,0.029786
926,27750.0,W,N3,0.817551,0.115444,0.024434,0.011716,0.030856
927,27780.0,W,N3,0.861593,0.09951,0.01773,0.006561,0.014606
928,27810.0,W,N3,0.753217,0.143995,0.036454,0.018459,0.047875
929,27840.0,W,N3,0.824177,0.101893,0.032049,0.011923,0.029958
930,27870.0,W,N3,0.866809,0.083488,0.02152,0.007342,0.020842
931,27900.0,W,N3,0.838285,0.099534,0.028651,0.010846,0.022684
932,27930.0,W,N3,0.847836,0.088672,0.027656,0.009313,0.026523
933,27960.0,W,N3,0.840192,0.102888,0.022706,0.009308,0.024906
934,27990.0,W,N3,0.841788,0.104012,0.019925,0.008861,0.025415
935,28020.0,W,N3,0.807507,0.124794,0.021081,0.00988,0.036738
936,28050.0,W,N3,0.811897,0.121858,0.02693,0.011099,0.028217
937,28080.0,W,N3,0.774952,0.139662,0.029987,0.015528,0.039872
938,28110.0,W,N3,0.84202,0.100956,0.017178,0.011882,0.027965
939,28140.0,W,N3,0.82016,0.112012,0.022075,0.010773,0.03498
940,28170.0,W,N3,0.865437,0.079621,0.018444,0.008258,0.028239
941,28200.0,W,N3,0.837799,0.099514,0.021667,0.011262,0.029757
942,28230.0,W,N3,0.827613,0.092566,0.026546,0.013708,0.039567
943,28260.0,W,N3,0.834361,0.076977,0.02934,0.012958,0.046364
944,28290.0,W,N3,0.769807,0.111364,0.03578,0.016922,0.066127
945,28320.0,W,N3,0.800051,0.08397,0.026792,0.018458,0.070729
946,28350.0,W,N3,0.805772,0.097538,0.022439,0.013939,0.060312
947,28380.0,W,N3,0.771465,0.090647,0.041959,0.017877,0.078053
948,28410.0,W,N3,0.839603,0.096063,0.018154,0.009091,0.037088
949,28440.0,W,N3,0.804645,0.094885,0.029535,0.014821,0.056113
950,28470.0,W,N3,0.748063,0.105856,0.032709,0.020443,0.092929
951,28500.0,W,N3,0.702806,0.09101,0.042108,0.028938,0.135137
952,28530.0,W,N3,0.808513,0.069857,0.026717,0.016893,0.078019
953,28560.0,W,N3,0.787388,0.085375,0.031015,0.0161,0.080122
954,28590.0,W,N3,0.777122,0.08967,0.044645,0.015395,0.073168
955,28620.0,W,N3,0.789392,0.093536,0.033314,0.017195,0.066563
956,28650.0,W,N3,0.838996,0.086252,0.026146,0.009527,0.039079
957,28680.0,W,N3,0.871212,0.080469,0.020014,0.008226,0.02008
958,28710.0,W,N3,0.863914,0.083656,0.025903,0.007068,0.019459
959,28740.0,W,N3,0.860307,0.095661,0.01495,0.007538,0.021544
960,28770.0,W,N3,0.863129,0.10433,0.013968,0.005893,0.01268
961,28800.0,W,N3,0.883535,0.082866,0.015102,0.005577,0.012919
962,28830.0,W,N3,0.847444,0.086435,0.03417,0.010236,0.021715
963,28860.0,W,N3,0.868463,0.084401,0.021989,0.006309,0.018838
964,28890.0,W,N3,0.90277,0.072779,0.010871,0.003948,0.009632
965,28920.0,W,N3,0.875415,0.07762,0.014108,0.008401,0.024456
966,28950.0,W,N3,0.866774,0.079875,0.024177,0.008438,0.020736
967,28980.0,W,N3,0.872913,0.081866,0.016409,0.007443,0.021369
968,29010.0,W,N3,0.886476,0.074922,0.011719,0.006772,0.020111
969,29040.0,W,N3,0.896645,0.065329,0.016054,0.00693,0.015042
970,29070.0,W,N3,0.880842,0.081968,0.015197,0.006446,0.015548
971,29100.0,W,N3,0.881195,0.080243,0.017118,0.005949,0.015496
972,29130.0,W,N3,0.816168,0.139513,0.022255,0.006963,0.015101
973,29160.0,W,N3,0.817725,0.123261,0.025694,0.009649,0.023672
974,29190.0,W,N3,0.772916,0.141708,0.029409,0.014422,0.041545
975,29220.0,W,N3,0.813594,0.106663,0.040801,0.010651,0.028291
976,29250.0,W,N3,0.838078,0.106392,0.024875,0.008106,0.022548
977,29280.0,W,N3,0.860166,0.089986,0.017736,0.008105,0.024007
978,29310.0,W,N3,0.827496,0.105242,0.024023,0.011573,0.031666
979,29340.0,W,N3,0.82183,0.120743,0.021449,0.008696,0.027281
980,29370.0,W,N3,0.823355,0.094542,0.029399,0.013516,0.039188
981,29400.0,W,N3,0.830798,0.0803,0.027756,0.015287,0.045859
982,29430.0,W,N3,0.810516,0.090191,0.036669,0.017948,0.044676
983,29460.0,W,N1,0.809731,0.099157,0.036114,0.013937,0.041061
984,29490.0,W,N3,0.800736,0.111411,0.032583,0.014968,0.040303
985,29520.0,W,N3,0.867579,0.078551,0.01831,0.008441,0.027118
986,29550.0,W,N3,0.797026,0.107207,0.029288,0.016075,0.050404
987,29580.0,W,N3,0.812535,0.11651,0.027789,0.012412,0.030754
988,29610.0,W,N3,0.79823,0.132142,0.027562,0.011793,0.030273
989,29640.0,W,N3,0.870194,0.06762,0.025346,0.010412,0.026428
990,29670.0,W,N3,0.859192,0.069499,0.032104,0.011287,0.027918
991,29700.0,W,N3,0.813356,0.096347,0.031607,0.015622,0.043067
992,29730.0,W,N1,0.818629,0.077721,0.030278,0.017196,0.056176
993,29760.0,W,N3,0.826512,0.078442,0.029353,0.016276,0.049416
994,29790.0,W,N3,0.828588,0.085583,0.028477,0.014909,0.042443
995,29820.0,W,N3,0.866951,0.056635,0.024046,0.014225,0.038143
996,29850.0,W,N3,0.845987,0.085526,0.020745,0.011986,0.035756
997,29880.0,W,N1,0.850747,0.072364,0.023576,0.014008,0.039305
998,29910.0,W,N1,0.807671,0.103288,0.032005,0.013386,0.04365
999,29940.0,W,N3,0.810718,0.105841,0.026129,0.012943,0.04437
1000,29970.0,W,N3,0.815265,0.078005,0.027188,0.018595,0.060947
1001,30000.0,W,N3,0.877407,0.056277,0.021555,0.010377,0.034383
1002,30030.0,W,N3,0.851968,0.095872,0.021365,0.008926,0.02187
1003,30060.0,W,N3,0.834494,0.09291,0.030461,0.01073,0.031405
1004,30090.0,W,N3,0.81275,0.088258,0.033512,0.018679,0.046801
1005,30120.0,W,N1,0.856181,0.077772,0.028322,0.010755,0.02697
1006,30150.0,W,N3,0.860875,0.062807,0.02489,0.013367,0.038061
1007,30180.0,W,N3,0.862567,0.067677,0.023302,0.01254,0.033914
1008,30210.0,W,N3,0.84728,0.096772,0.020833,0.009473,0.025644
1009,30240.0,W,N3,0.86905,0.098006,0.014523,0.005214,0.013206
1010,30270.0,W,N3,0.867709,0.074671,0.019795,0.009613,0.028212
1011,30300.0,W,N1,0.949024,0.020719,0.015352,0.003666,0.01124
1012,30330.0,W,N1,0.700532,0.076877,0.179145,0.012373,0.031072
1013,30360.0,W,N3,0.582241,0.193379,0.184435,0.014463,0.025482
1014,30390.0,W,N1,0.375207,0.349062,0.216812,0.022266,0.036653
1015,30420.0,W,REM,0.317059,0.415345,0.216459,0.021884,0.029253
1016,30450.0,W,REM,0.370658,0.401731,0.177977,0.020915,0.028719
1017,30480.0,W,REM,0.254118,0.53118,0.174758,0.016761,0.023183
1018,30510.0,W,REM,0.247971,0.576694,0.139053,0.018952,0.017331
1019,30540.0,W,REM,0.261157,0.49492,0.204331,0.017269,0.022323
1020,30570.0,W,REM,0.26039,0.505161,0.189441,0.022162,0.022847
1021,30600.0,W,REM,0.307564,0.450503,0.188639,0.023112,0.030182
1022,30630.0,N1,N1,0.441895,0.269127,0.232137,0.027508,0.029333
1023,30660.0,N1,N3,0.570923,0.298124,0.071558,0.028416,0.030978
1024,30690.0,N1,N3,0.672488,0.241491,0.047862,0.015566,0.022593
1025,30720.0,N1,N3,0.782883,0.170608,0.026469,0.007887,0.012154
1026,30750.0,N2,N3,0.812114,0.150187,0.020576,0.007955,0.009168
1027,30780.0,N2,N3,0.772679,0.192781,0.017893,0.008359,0.008289
1028,30810.0,N2,N3,0.807967,0.15223,0.018436,0.013841,0.007526
1029,30840.0,N2,N3,0.775943,0.172351,0.025746,0.0168,0.009159
1030,30870.0,N2,N3,0.798814,0.139493,0.029478,0.019627,0.012588
1031,30900.0,N2,N3,0.80993,0.133641,0.028387,0.015949,0.012094
1032,30930.0,N2,N3,0.817005,0.120383,0.030785,0.024551,0.007276
1033,30960.0,N2,N3,0.833717,0.122242,0.026371,0.010564,0.007107
1034,30990.0,N2,N3,0.736707,0.157607,0.053581,0.043475,0.008629
1035,31020.0,N2,N3,0.804156,0.139489,0.028524,0.021709,0.006121
1036,31050.0,N2,N3,0.801638,0.137554,0.037468,0.0182,0.005139
1037,31080.0,N2,N3,0.810759,0.129622,0.035405,0.018647,0.005567
1038,31110.0,N2,N3,0.82179,0.119014,0.033579,0.019676,0.005941
1039,31140.0,N3,N3,0.816833,0.1293,0.032911,0.017241,0.003715
1040,31170.0,N2,N3,0.81204,0.1384,0.030905,0.014329,0.004325
1041,31200.0,N3,N3,0.833365,0.113307,0.035465,0.014898,0.002965
1042,31230.0,N3,N3,0.86911,0.099399,0.020133,0.008961,0.002397
1043,31260.0,N3,N3,0.870417,0.095022,0.023193,0.008556,0.002812
1044,31290.0,N3,N3,0.88692,0.081385,0.021323,0.007898,0.002475
1045,31320.0,N3,N3,0.863445,0.099967,0.022333,0.011412,0.002843
1046,31350.0,N3,N3,0.910224,0.065643,0.014886,0.007441,0.001806
1047,31380.0,N3,N3,0.899295,0.071541,0.018769,0.007984,0.002411
1048,31410.0,N3,N3,0.872519,0.093643,0.022583,0.008849,0.002407
1049,31440.0,N3,N3,0.896259,0.076028,0.018166,0.007719,0.001828
1050,31470.0,N3,N3,0.915903,0.062178,0.015517,0.00447,0.001932
1051,31500.0,N3,N3,0.906919,0.070489,0.016384,0.004319,0.001889
1052,31530.0,N3,N3,0.907747,0.070007,0.014496,0.006094,0.001657
1053,31560.0,N3,N3,0.92039,0.059896,0.013287,0.004915,0.001512
1054,31590.0,N3,N3,0.901264,0.074459,0.016746,0.005768,0.001763
1055,31620.0,N3,N3,0.930022,0.052922,0.011831,0.003847,0.001378
1056,31650.0,N3,N3,0.897144,0.079143,0.015433,0.005559,0.002721
1057,31680.0,N3,N3,0.94242,0.044506,0.009066,0.002936,0.001072
1058,31710.0,N3,N3,0.916772,0.06589,0.010604,0.004805,0.001929
1059,31740.0,N3,N3,0.923932,0.059267,0.011783,0.00372,0.001297
1060,31770.0,N3,N3,0.929239,0.049655,0.014507,0.004858,0.001741
1061,31800.0,W,N3,0.791942,0.139227,0.031204,0.011651,0.025976
1062,31830.0,N3,N3,0.887315,0.087202,0.015673,0.005107,0.004703
1063,31860.0,N3,N3,0.872145,0.095896,0.019564,0.008233,0.004162
1064,31890.0,N2,N3,0.853471,0.100065,0.027879,0.0143,0.004286
1065,31920.0,N2,N3,0.858759,0.104325,0.022283,0.010759,0.003875
1066,31950.0,N3,N3,0.890522,0.082616,0.016772,0.007292,0.002798
1067,31980.0,N3,N3,0.869067,0.090332,0.026371,0.011182,0.003048
1068,32010.0,N3,N3,0.909102,0.068412,0.014924,0.005173,0.002389
1069,32040.0,N3,N3,0.899207,0.07264,0.016386,0.009548,0.002219
1070,32070.0,N3,N3,0.896002,0.078978,0.016359,0.00607,0.00259
1071,32100.0,N3,N3,0.903929,0.07223,0.015242,0.006708,0.001892
1072,32130.0,N3,N3,0.903952,0.071975,0.016818,0.005524,0.00173
1073,32160.0,N3,N3,0.908052,0.073365,0.01248,0.004418,0.001684
1074,32190.0,N3,N3,0.907996,0.070532,0.012513,0.007069,0.001891
1075,32220.0,N3,N3,0.938811,0.045571,0.010126,0.003991,0.001501
1076,32250.0,N2,N3,0.828364,0.131459,0.022752,0.007007,0.010418
1077,32280.0,N2,N3,0.910889,0.07114,0.010793,0.004079,0.003099
1078,32310.0,N2,N3,0.828802,0.122364,0.030024,0.012539,0.006271
1079,32340.0,N2,N3,0.855891,0.104144,0.020273,0.015507,0.004184
1080,32370.0,N2,N3,0.768355,0.188158,0.029258,0.008286,0.005944
1081,32400.0,N2,N3,0.858041,0.109711,0.019304,0.005803,0.007141
1082,32430.0,N2,N3,0.775011,0.159751,0.033881,0.022644,0.008713
1083,32460.0,N3,N3,0.874163,0.088845,0.019272,0.013779,0.003941
1084,32490.0,N2,N3,0.833049,0.111711,0.029526,0.021863,0.003851
1085,32520.0,N2,N3,0.854762,0.092321,0.030048,0.01857,0.004298
1086,32550.0,N3,N3,0.880805,0.082128,0.021734,0.012343,0.00299
1087,32580.0,N3,N3,0.879592,0.082243,0.0218,0.01334,0.003025
1088,32610.0,N3,N3,0.874281,0.08911,0.025143,0.007348,0.004118
1089,32640.0,N3,N3,0.866636,0.102976,0.020452,0.005434,0.004503
1090,32670.0,N1,N1,0.685214,0.171587,0.068879,0.023222,0.051098
1091,32700.0,N2,N3,0.828575,0.121478,0.024496,0.011543,0.013907
1092,32730.0,N2,N3,0.863714,0.092347,0.024192,0.012503,0.007244
1093,32760.0,N2,N3,0.845953,0.102611,0.029039,0.017786,0.004611
1094,32790.0,N2,N3,0.86323,0.092138,0.025689,0.014594,0.004349
1095,32820.0,N2,N3,0.869647,0.087458,0.026329,0.012815,0.003751
1096,32850.0,N3,N3,0.880489,0.081057,0.022795,0.011843,0.003815
1097,32880.0,N3,N3,0.875824,0.082675,0.028764,0.009472,0.003264
1098,32910.0,N2,N3,0.862552,0.096037,0.022697,0.01476,0.003954
1099,32940.0,N3,N3,0.891919,0.063198,0.025121,0.016908,0.002854
1100,32970.0,N2,N3,0.85243,0.101899,0.030121,0.012691,0.00286
1101,33000.0,N3,N3,0.915701,0.060339,0.014973,0.006646,0.002342
1102,33030.0,N3,N3,0.901432,0.071655,0.016142,0.008137,0.002634
1103,33060.0,N3,N3,0.887613,0.083854,0.018218,0.007952,0.002363
1104,33090.0,N3,N3,0.884441,0.086213,0.019329,0.007892,0.002124
1105,33120.0,N3,N3,0.898339,0.072008,0.019885,0.00782,0.001948
1106,33150.0,N3,N3,0.933928,0.047904,0.012499,0.004308,0.001361
1107,33180.0,N3,N3,0.931665,0.052778,0.010989,0.003355,0.001213
1108,33210.0,N3,N3,0.946764,0.040666,0.009171,0.002521,0.000879
1109,33240.0,N3,N3,0.925071,0.060091,0.010268,0.003539,0.001031
1110,33270.0,N3,N3,0.914222,0.066501,0.014379,0.002932,0.001966
1111,33300.0,N2,N3,0.921493,0.060294,0.011562,0.004125,0.002526
1112,33330.0,N3,N3,0.899885,0.077685,0.013016,0.006122,0.003291
1113,33360.0,N3,N3,0.883933,0.075454,0.023618,0.013985,0.00301
1114,33390.0,N3,N3,0.907978,0.063871,0.016454,0.009268,0.00243
1115,33420.0,N3,N3,0.864343,0.09008,0.027587,0.015395,0.002595
1116,33450.0,N3,N3,0.908896,0.062402,0.018284,0.008553,0.001865
1117,33480.0,N3,N3,0.911709,0.062644,0.017327,0.00691,0.001411
1118,33510.0,N3,N3,0.936408,0.047107,0.011141,0.004203,0.001141
1119,33540.0,N3,N3,0.929801,0.054305,0.011346,0.003556,0.000992
1120,33570.0,N3,N3,0.933531,0.049982,0.010899,0.004216,0.001372
1121,33600.0,N3,N3,0.948592,0.039425,0.008858,0.002311,0.000813
1122,33630.0,N3,N3,0.928542,0.052774,0.013596,0.003821,0.001266
1123,33660.0,N3,N3,0.936306,0.049277,0.011037,0.00249,0.00089
